exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 05,aptitude,mcq,"In ratio 6:7, what is A's share out of total 286?","[""142"",""137"",""132"",""127""]",132,Share = total×a/(a+b) = 286×(6/13) = 132.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,"In ratio 8:2, what is A's share out of total 371?","[""307"",""297"",""302"",""292""]",297,Share = total×a/(a+b) = 371×(8/10) = 297.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,An item with CP ₹245 sold at 30% profit. What is SP (₹)?,"[""309"",""329"",""339"",""319""]",319,SP = CP×(1 + p/100) = 245×(1+30/100) = 319.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,"Find the average of [10, 81, 53, 26, 50, 23].","[""45"",""43"",""41"",""39""]",41,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,"In ratio 9:6, what is A's share out of total 497?","[""298"",""308"",""303"",""293""]",298,Share = total×a/(a+b) = 497×(9/15) = 298.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,"Find the average of [88, 70, 46, 89, 93, 63, 32].","[""67"",""69"",""71"",""73""]",69,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,"In ratio 8:5, what is A's share out of total 164?","[""101"",""111"",""96"",""106""]",101,Share = total×a/(a+b) = 164×(8/13) = 101.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,An item with CP ₹907 sold at 8% profit. What is SP (₹)?,"[""980"",""1000"",""970"",""990""]",980,SP = CP×(1 + p/100) = 907×(1+8/100) = 980.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,An item with CP ₹515 sold at 32% profit. What is SP (₹)?,"[""700"",""690"",""670"",""680""]",680,SP = CP×(1 + p/100) = 515×(1+32/100) = 680.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,"Find the average of [13, 65, 91, 79, 79, 89, 72].","[""74"",""70"",""68"",""72""]",70,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,"In ratio 4:3, what is A's share out of total 256?","[""151"",""141"",""156"",""146""]",146,Share = total×a/(a+b) = 256×(4/7) = 146.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,"Find the average of [81, 84, 40, 80, 93, 23].","[""65"",""67"",""71"",""69""]",67,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,What is 35% of 303?,"[""116"",""101"",""111"",""106""]",106,35% of 303 = (35/100)×303 = 106.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,An item with CP ₹819 sold at 27% profit. What is SP (₹)?,"[""1060"",""1050"",""1040"",""1030""]",1040,SP = CP×(1 + p/100) = 819×(1+27/100) = 1040.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,An item with CP ₹692 sold at 10% profit. What is SP (₹)?,"[""781"",""771"",""751"",""761""]",761,SP = CP×(1 + p/100) = 692×(1+10/100) = 761.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,What is 8% of 237?,"[""29"",""14"",""19"",""24""]",19,8% of 237 = (8/100)×237 = 19.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,"Find the average of [27, 53, 90, 96, 12, 73, 56].","[""56"",""60"",""58"",""62""]",58,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 05,aptitude,mcq,What is 50% of 407?,"[""209"",""199"",""214"",""204""]",204,50% of 407 = (50/100)×407 = 204.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 05,quant,mcq,Simple Interest on ₹4385 at 10% p.a. for 2 years is?,"[""827"",""927"",""877"",""977""]",877,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 05,quant,mcq,"A completes work in 10 days, B in 12 days. Together, how many days?","[""6.5"",""5.5"",""4.5"",""6""]",5.5,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 05,quant,mcq,Number of permutations of 5 different objects taken all at a time:,"[""119"",""120"",""60"",""125""]",120,5! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 05,quant,mcq,Number of permutations of 4 different objects taken all at a time:,"[""23"",""24"",""12"",""28""]",24,4! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 05,quant,mcq,Number of permutations of 7 different objects taken all at a time:,"[""2520"",""5039"",""5047"",""5040""]",5040,7! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 05,quant,mcq,"A completes work in 7 days, B in 9 days. Together, how many days?","[""4.4"",""3.9"",""2.9"",""4.9""]",3.9,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 05,quant,mcq,Simple Interest on ₹1914 at 6% p.a. for 2 years is?,"[""230"",""330"",""180"",""280""]",230,SI = (PRT)/100.,mixed,"simple-interest,quant"
