exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 12,aptitude,mcq,"In ratio 7:2, what is A's share out of total 448?","[""348"",""343"",""353"",""358""]",348,Share = total×a/(a+b) = 448×(7/9) = 348.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,"In ratio 9:8, what is A's share out of total 101?","[""58"",""48"",""63"",""53""]",53,Share = total×a/(a+b) = 101×(9/17) = 53.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,What is 50% of 309?,"[""150"",""155"",""160"",""165""]",155,50% of 309 = (50/100)×309 = 155.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,What is 18% of 144?,"[""21"",""31"",""26"",""36""]",26,18% of 144 = (18/100)×144 = 26.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,What is 48% of 183?,"[""98"",""93"",""83"",""88""]",88,48% of 183 = (48/100)×183 = 88.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,What is 48% of 277?,"[""138"",""128"",""133"",""143""]",133,48% of 277 = (48/100)×277 = 133.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,What is 27% of 273?,"[""84"",""69"",""74"",""79""]",74,27% of 273 = (27/100)×273 = 74.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,What is 45% of 396?,"[""173"",""178"",""188"",""183""]",178,45% of 396 = (45/100)×396 = 178.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,An item with CP ₹632 sold at 22% profit. What is SP (₹)?,"[""771"",""781"",""761"",""791""]",771,SP = CP×(1 + p/100) = 632×(1+22/100) = 771.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,What is 30% of 187?,"[""51"",""56"",""61"",""66""]",56,30% of 187 = (30/100)×187 = 56.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,"Find the average of [76, 85, 83, 57].","[""79"",""77"",""75"",""73""]",75,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,"Find the average of [60, 41, 47, 40, 80].","[""58"",""56"",""54"",""52""]",54,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,An item with CP ₹601 sold at 25% profit. What is SP (₹)?,"[""741"",""751"",""771"",""761""]",751,SP = CP×(1 + p/100) = 601×(1+25/100) = 751.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,An item with CP ₹606 sold at 9% profit. What is SP (₹)?,"[""681"",""661"",""671"",""651""]",661,SP = CP×(1 + p/100) = 606×(1+9/100) = 661.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,An item with CP ₹160 sold at 17% profit. What is SP (₹)?,"[""177"",""197"",""207"",""187""]",187,SP = CP×(1 + p/100) = 160×(1+17/100) = 187.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,What is 8% of 371?,"[""25"",""30"",""35"",""40""]",30,8% of 371 = (8/100)×371 = 30.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,"In ratio 2:5, what is A's share out of total 163?","[""42"",""52"",""47"",""57""]",47,Share = total×a/(a+b) = 163×(2/7) = 47.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 12,aptitude,mcq,"Find the average of [22, 44, 50, 84, 80, 43, 46].","[""55"",""57"",""53"",""51""]",53,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 12,quant,mcq,A train covers 353 km in 5 hours. Average speed (km/h)?,"[""76"",""66"",""71"",""81""]",71,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 12,quant,mcq,A train covers 191 km in 6 hours. Average speed (km/h)?,"[""37"",""42"",""32"",""27""]",32,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 12,quant,mcq,"A completes work in 10 days, B in 12 days. Together, how many days?","[""6.5"",""6"",""5.5"",""4.5""]",5.5,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 12,quant,mcq,Simple Interest on ₹4870 at 9% p.a. for 2 years is?,"[""977"",""827"",""927"",""877""]",877,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 12,quant,mcq,"A completes work in 10 days, B in 12 days. Together, how many days?","[""5.5"",""6.5"",""4.5"",""6""]",5.5,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 12,quant,mcq,Simple Interest on ₹4237 at 12% p.a. for 2 years is?,"[""1067"",""1017"",""1117"",""967""]",1017,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 12,quant,mcq,A train covers 305 km in 5 hours. Average speed (km/h)?,"[""56"",""71"",""61"",""66""]",61,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 12,quant,mcq,"A completes work in 6 days, B in 12 days. Together, how many days?","[""4"",""4.5"",""5"",""3""]",4,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 12,quant,mcq,Simple Interest on ₹1577 at 8% p.a. for 3 years is?,"[""328"",""378"",""428"",""478""]",378,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 12,quant,mcq,Number of permutations of 6 different objects taken all at a time:,"[""720"",""360"",""726"",""719""]",720,6! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 12,quant,mcq,Simple Interest on ₹1403 at 6% p.a. for 2 years is?,"[""268"",""168"",""218"",""118""]",168,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 12,quant,mcq,A train covers 145 km in 2 hours. Average speed (km/h)?,"[""73"",""83"",""68"",""78""]",73,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 12,quant,mcq,Simple Interest on ₹4646 at 6% p.a. for 1 years is?,"[""279"",""379"",""229"",""329""]",279,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 12,quant,mcq,"A completes work in 11 days, B in 12 days. Together, how many days?","[""5.7"",""6.7"",""6.2"",""4.7""]",5.7,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 12,quant,mcq,"A completes work in 9 days, B in 14 days. Together, how many days?","[""6"",""5.5"",""4.5"",""6.5""]",5.5,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 12,quant,mcq,"A completes work in 6 days, B in 13 days. Together, how many days?","[""3.0999999999999996"",""4.6"",""4.1"",""5.1""]",4.1,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 12,quant,mcq,Simple Interest on ₹2807 at 8% p.a. for 3 years is?,"[""724"",""624"",""674"",""774""]",674,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 12,quant,mcq,A train covers 411 km in 2 hours. Average speed (km/h)?,"[""216"",""201"",""206"",""211""]",206,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 12,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Aunt"",""Father"",""Mother"",""Grandfather""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,"Find the next term: 7, 13, 19, 25, __","[""37"",""31"",""33"",""29""]",31,Arithmetic progression with d=6.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""South"",""West"",""East"",""North""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,Analogy — Doctor : Hospital :: Teacher : ?,"[""Clinic"",""Kennel"",""School"",""Classroom""]",School,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,"Find the next term: 6, 9, 12, 15, __","[""18"",""21"",""20"",""16""]",18,Arithmetic progression with d=3.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,Analogy — Bird : Nest :: Bee : ?,"[""Clinic"",""Hive"",""Kennel"",""Classroom""]",Hive,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,Analogy — Bird : Nest :: Bee : ?,"[""Kennel"",""Classroom"",""Hive"",""Clinic""]",Hive,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,Analogy — Doctor : Hospital :: Teacher : ?,"[""Classroom"",""School"",""Kennel"",""Clinic""]",School,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Father"",""Mother"",""Aunt"",""Grandfather""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,Analogy — Cat : Kitten :: Dog : ?,"[""Classroom"",""Clinic"",""Kennel"",""Puppy""]",Puppy,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,"Find the next term: 3, 6, 9, 12, __","[""13"",""17"",""18"",""15""]",15,Arithmetic progression with d=3.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""West"",""North"",""South"",""East""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,"Find the next term: 5, 11, 17, 23, __","[""35"",""31"",""29"",""27""]",29,Arithmetic progression with d=6.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Father"",""Aunt"",""Mother"",""Grandfather""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""South"",""West"",""East"",""North""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,"Find the next term: 2, 5, 8, 11, __","[""17"",""14"",""16"",""12""]",14,Arithmetic progression with d=3.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,"Find the next term: 7, 13, 19, 25, __","[""31"",""29"",""37"",""33""]",31,Arithmetic progression with d=6.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 12,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""North"",""West"",""South"",""East""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 12,verbal,mcq,I will ____ the feedback.,"[""consider"",""consume"",""consist"",""compose""]",consider,"Correct usage is ""consider"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 12,verbal,mcq,She has a ____ interest in physics.,"[""kean"",""keen"",""keel"",""keenly""]",keen,"Correct usage is ""keen"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 12,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He doesn't like playing."",""He doesn't likes playing."",""He do not likes playing."",""He don't like playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 12,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He doesn't likes playing."",""He don't like playing."",""He do not likes playing."",""He doesn't like playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 12,verbal,mcq,I will ____ the feedback.,"[""compose"",""consist"",""consume"",""consider""]",consider,"Correct usage is ""consider"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 12,verbal,mcq,"Choose the antonym of ""scarce"".","[""hidden"",""increase"",""delicate"",""plentiful""]",plentiful,"""plentiful"" is opposite in meaning to ""scarce"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 12,verbal,mcq,"Choose the antonym of ""obscure"".","[""clear"",""increase"",""hidden"",""delicate""]",clear,"""clear"" is opposite in meaning to ""obscure"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 12,verbal,mcq,She has a ____ interest in physics.,"[""keel"",""keen"",""keenly"",""kean""]",keen,"Correct usage is ""keen"".",mixed,"grammar,verbal"
