exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 20,aptitude,mcq,"Find the average of [29, 15, 88, 26, 99].","[""53"",""49"",""51"",""55""]",51,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 20,aptitude,mcq,"In ratio 5:9, what is A's share out of total 273?","[""103"",""98"",""93"",""108""]",98,Share = total×a/(a+b) = 273×(5/14) = 98.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 20,aptitude,mcq,An item with CP ₹182 sold at 31% profit. What is SP (₹)?,"[""248"",""258"",""228"",""238""]",238,SP = CP×(1 + p/100) = 182×(1+31/100) = 238.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 20,aptitude,mcq,What is 20% of 179?,"[""46"",""31"",""41"",""36""]",36,20% of 179 = (20/100)×179 = 36.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 20,aptitude,mcq,"Find the average of [78, 55, 54, 54].","[""58"",""60"",""62"",""64""]",60,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 20,aptitude,mcq,An item with CP ₹907 sold at 24% profit. What is SP (₹)?,"[""1125"",""1115"",""1145"",""1135""]",1125,SP = CP×(1 + p/100) = 907×(1+24/100) = 1125.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 20,aptitude,mcq,"In ratio 9:3, what is A's share out of total 240?","[""190"",""180"",""175"",""185""]",180,Share = total×a/(a+b) = 240×(9/12) = 180.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 20,aptitude,mcq,"Find the average of [52, 91, 18, 57, 12, 58].","[""46"",""48"",""52"",""50""]",48,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 20,aptitude,mcq,"Find the average of [43, 94, 54, 51, 68, 85, 73].","[""71"",""69"",""67"",""65""]",67,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 20,aptitude,mcq,What is 8% of 431?,"[""39"",""34"",""29"",""44""]",34,8% of 431 = (8/100)×431 = 34.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 20,aptitude,mcq,An item with CP ₹571 sold at 19% profit. What is SP (₹)?,"[""689"",""679"",""699"",""669""]",679,SP = CP×(1 + p/100) = 571×(1+19/100) = 679.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 20,aptitude,mcq,"Find the average of [52, 84, 42, 53].","[""56"",""60"",""62"",""58""]",58,Average = sum/count.,mixed,"average,aptitude"
