exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 01,aptitude,mcq,What is 13% of 117?,"[""15"",""10"",""20"",""25""]",15,13% of 117 = (13/100)×117 = 15.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,"In ratio 9:4, what is A's share out of total 456?","[""326"",""321"",""311"",""316""]",316,Share = total×a/(a+b) = 456×(9/13) = 316.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,"In ratio 6:2, what is A's share out of total 112?","[""84"",""79"",""89"",""94""]",84,Share = total×a/(a+b) = 112×(6/8) = 84.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,What is 35% of 259?,"[""96"",""91"",""101"",""86""]",91,35% of 259 = (35/100)×259 = 91.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,What is 44% of 259?,"[""109"",""119"",""114"",""124""]",114,44% of 259 = (44/100)×259 = 114.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,"In ratio 8:4, what is A's share out of total 384?","[""266"",""251"",""261"",""256""]",256,Share = total×a/(a+b) = 384×(8/12) = 256.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,"Find the average of [29, 90, 17, 74].","[""51"",""57"",""55"",""53""]",53,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,What is 33% of 476?,"[""162"",""157"",""152"",""167""]",157,33% of 476 = (33/100)×476 = 157.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,An item with CP ₹318 sold at 23% profit. What is SP (₹)?,"[""411"",""401"",""391"",""381""]",391,SP = CP×(1 + p/100) = 318×(1+23/100) = 391.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,What is 20% of 228?,"[""46"",""56"",""51"",""41""]",46,20% of 228 = (20/100)×228 = 46.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,What is 48% of 159?,"[""81"",""71"",""86"",""76""]",76,48% of 159 = (48/100)×159 = 76.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,An item with CP ₹749 sold at 30% profit. What is SP (₹)?,"[""994"",""984"",""964"",""974""]",974,SP = CP×(1 + p/100) = 749×(1+30/100) = 974.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,"In ratio 2:4, what is A's share out of total 390?","[""135"",""140"",""130"",""125""]",130,Share = total×a/(a+b) = 390×(2/6) = 130.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,What is 45% of 287?,"[""124"",""139"",""129"",""134""]",129,45% of 287 = (45/100)×287 = 129.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,An item with CP ₹884 sold at 22% profit. What is SP (₹)?,"[""1088"",""1078"",""1068"",""1098""]",1078,SP = CP×(1 + p/100) = 884×(1+22/100) = 1078.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,An item with CP ₹716 sold at 11% profit. What is SP (₹)?,"[""785"",""815"",""795"",""805""]",795,SP = CP×(1 + p/100) = 716×(1+11/100) = 795.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,What is 5% of 320?,"[""16"",""11"",""26"",""21""]",16,5% of 320 = (5/100)×320 = 16.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 01,aptitude,mcq,"In ratio 2:2, what is A's share out of total 477?","[""239"",""249"",""234"",""244""]",239,Share = total×a/(a+b) = 477×(2/4) = 239.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 01,quant,mcq,Simple Interest on ₹1862 at 8% p.a. for 1 years is?,"[""249"",""149"",""199"",""99""]",149,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 01,quant,mcq,Simple Interest on ₹3578 at 10% p.a. for 1 years is?,"[""458"",""358"",""308"",""408""]",358,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 01,quant,mcq,Simple Interest on ₹3563 at 8% p.a. for 1 years is?,"[""335"",""385"",""285"",""235""]",285,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 01,quant,mcq,Simple Interest on ₹3363 at 5% p.a. for 4 years is?,"[""773"",""673"",""623"",""723""]",673,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 01,quant,mcq,"A completes work in 9 days, B in 11 days. Together, how many days?","[""6"",""4"",""5"",""5.5""]",5,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 01,quant,mcq,A train covers 147 km in 2 hours. Average speed (km/h)?,"[""74"",""84"",""69"",""79""]",74,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 01,quant,mcq,Simple Interest on ₹4585 at 10% p.a. for 1 years is?,"[""559"",""509"",""459"",""409""]",459,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 01,quant,mcq,Simple Interest on ₹3421 at 13% p.a. for 4 years is?,"[""1729"",""1779"",""1829"",""1879""]",1779,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 01,quant,mcq,Simple Interest on ₹4262 at 10% p.a. for 2 years is?,"[""852"",""802"",""952"",""902""]",852,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 01,quant,mcq,Simple Interest on ₹1238 at 8% p.a. for 1 years is?,"[""99"",""199"",""49"",""149""]",99,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 01,quant,mcq,Simple Interest on ₹1131 at 14% p.a. for 4 years is?,"[""683"",""733"",""633"",""583""]",633,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 01,quant,mcq,A train covers 310 km in 3 hours. Average speed (km/h)?,"[""98"",""113"",""108"",""103""]",103,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 01,quant,mcq,A train covers 162 km in 2 hours. Average speed (km/h)?,"[""81"",""91"",""76"",""86""]",81,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 01,quant,mcq,Number of permutations of 4 different objects taken all at a time:,"[""28"",""24"",""23"",""12""]",24,4! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 01,quant,mcq,"A completes work in 10 days, B in 12 days. Together, how many days?","[""6.5"",""6"",""4.5"",""5.5""]",5.5,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 01,quant,mcq,Number of permutations of 4 different objects taken all at a time:,"[""28"",""12"",""24"",""23""]",24,4! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 01,quant,mcq,"A completes work in 11 days, B in 9 days. Together, how many days?","[""5.5"",""5"",""6"",""4""]",5,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 01,quant,mcq,"A completes work in 7 days, B in 8 days. Together, how many days?","[""4.7"",""2.7"",""3.7"",""4.2""]",3.7,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 01,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Father"",""Grandfather"",""Aunt"",""Mother""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,"Find the next term: 2, 6, 10, 14, __","[""18"",""20"",""22"",""16""]",18,Arithmetic progression with d=4.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,Analogy — Cat : Kitten :: Dog : ?,"[""Clinic"",""Kennel"",""Classroom"",""Puppy""]",Puppy,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""North"",""South"",""West"",""East""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Grandfather"",""Father"",""Mother"",""Aunt""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Aunt"",""Mother"",""Grandfather"",""Father""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,"Find the next term: 3, 9, 15, 21, __","[""25"",""29"",""27"",""33""]",27,Arithmetic progression with d=6.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Aunt"",""Mother"",""Grandfather"",""Father""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,Analogy — Bird : Nest :: Bee : ?,"[""Clinic"",""Classroom"",""Kennel"",""Hive""]",Hive,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,"Find the next term: 5, 11, 17, 23, __","[""27"",""31"",""35"",""29""]",29,Arithmetic progression with d=6.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,Analogy — Bird : Nest :: Bee : ?,"[""Hive"",""Clinic"",""Kennel"",""Classroom""]",Hive,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""West"",""South"",""North"",""East""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""East"",""South"",""North"",""West""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""North"",""South"",""East"",""West""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,Analogy — Cat : Kitten :: Dog : ?,"[""Puppy"",""Kennel"",""Classroom"",""Clinic""]",Puppy,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,"Find the next term: 4, 10, 16, 22, __","[""34"",""28"",""26"",""30""]",28,Arithmetic progression with d=6.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,Analogy — Bird : Nest :: Bee : ?,"[""Hive"",""Kennel"",""Clinic"",""Classroom""]",Hive,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 01,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""West"",""North"",""East"",""South""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the synonym of ""vivid"".","[""neutral"",""careless"",""rare"",""bright""]",bright,"""bright"" is closest in meaning to ""vivid"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the antonym of ""hostile"".","[""delicate"",""aggressive"",""hidden"",""friendly""]",friendly,"""friendly"" is opposite in meaning to ""hostile"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the antonym of ""augment"".","[""delicate"",""hidden"",""aggressive"",""reduce""]",reduce,"""reduce"" is opposite in meaning to ""augment"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the synonym of ""concise"".","[""rare"",""brief"",""neutral"",""careless""]",brief,"""brief"" is closest in meaning to ""concise"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the antonym of ""scarce"".","[""hidden"",""plentiful"",""increase"",""aggressive""]",plentiful,"""plentiful"" is opposite in meaning to ""scarce"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,She has a ____ interest in physics.,"[""kean"",""keen"",""keel"",""keenly""]",keen,"Correct usage is ""keen"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the synonym of ""diligent"".","[""careless"",""rare"",""hardworking"",""neutral""]",hardworking,"""hardworking"" is closest in meaning to ""diligent"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the antonym of ""obscure"".","[""clear"",""hidden"",""increase"",""aggressive""]",clear,"""clear"" is opposite in meaning to ""obscure"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He don't like playing."",""He do not likes playing."",""He doesn't like playing."",""He doesn't likes playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He doesn't likes playing."",""He doesn't like playing."",""He don't like playing."",""He do not likes playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the antonym of ""augment"".","[""delicate"",""reduce"",""increase"",""hidden""]",reduce,"""reduce"" is opposite in meaning to ""augment"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the synonym of ""concise"".","[""lengthy"",""brief"",""rare"",""neutral""]",brief,"""brief"" is closest in meaning to ""concise"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,I will ____ the feedback.,"[""consume"",""consider"",""consist"",""compose""]",consider,"Correct usage is ""consider"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,She has a ____ interest in physics.,"[""keen"",""keel"",""keenly"",""kean""]",keen,"Correct usage is ""keen"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,I will ____ the feedback.,"[""consume"",""compose"",""consider"",""consist""]",consider,"Correct usage is ""consider"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the synonym of ""concise"".","[""rare"",""neutral"",""careless"",""brief""]",brief,"""brief"" is closest in meaning to ""concise"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,"Choose the synonym of ""concise"".","[""neutral"",""brief"",""lengthy"",""rare""]",brief,"""brief"" is closest in meaning to ""concise"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 01,verbal,mcq,I will ____ the feedback.,"[""consider"",""consume"",""compose"",""consist""]",consider,"Correct usage is ""consider"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 01,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""P"",""O"",""N"",""M""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""False"",""Probably"",""True"",""Cannot say""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""Cannot say"",""False"",""None"",""True""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""N"",""P"",""M"",""O""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""M"",""N"",""P"",""O""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""False"",""Cannot say"",""True"",""Probably""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Cannot say"",""Probably"",""True"",""False""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""P"",""N"",""O"",""M""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Probably"",""False"",""True"",""Cannot say""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""Cannot say"",""False"",""None"",""True""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""O"",""M"",""N"",""P""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Probably"",""Cannot say"",""True"",""False""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""True"",""None"",""False"",""Cannot say""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""P"",""N"",""O"",""M""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""True"",""False"",""None"",""Cannot say""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""P"",""N"",""M"",""O""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""False"",""True"",""Probably"",""Cannot say""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 01,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""P"",""N"",""O"",""M""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
