exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 09,aptitude,mcq,An item with CP ₹224 sold at 12% profit. What is SP (₹)?,"[""251"",""271"",""241"",""261""]",251,SP = CP×(1 + p/100) = 224×(1+12/100) = 251.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 09,aptitude,mcq,An item with CP ₹463 sold at 18% profit. What is SP (₹)?,"[""546"",""566"",""536"",""556""]",546,SP = CP×(1 + p/100) = 463×(1+18/100) = 546.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 09,aptitude,mcq,"In ratio 8:6, what is A's share out of total 249?","[""147"",""142"",""152"",""137""]",142,Share = total×a/(a+b) = 249×(8/14) = 142.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 09,aptitude,mcq,"Find the average of [35, 30, 91, 77, 86, 17].","[""58"",""54"",""60"",""56""]",56,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 09,aptitude,mcq,"In ratio 9:8, what is A's share out of total 474?","[""256"",""261"",""246"",""251""]",251,Share = total×a/(a+b) = 474×(9/17) = 251.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 09,aptitude,mcq,"Find the average of [53, 56, 64, 13, 25, 28].","[""42"",""38"",""44"",""40""]",40,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 09,aptitude,mcq,"In ratio 8:2, what is A's share out of total 342?","[""274"",""279"",""284"",""269""]",274,Share = total×a/(a+b) = 342×(8/10) = 274.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 09,aptitude,mcq,An item with CP ₹511 sold at 23% profit. What is SP (₹)?,"[""639"",""619"",""649"",""629""]",629,SP = CP×(1 + p/100) = 511×(1+23/100) = 629.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 09,aptitude,mcq,"In ratio 8:8, what is A's share out of total 189?","[""95"",""90"",""100"",""105""]",95,Share = total×a/(a+b) = 189×(8/16) = 95.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 09,aptitude,mcq,"Find the average of [81, 71, 17, 88].","[""68"",""64"",""66"",""62""]",64,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 09,aptitude,mcq,An item with CP ₹309 sold at 27% profit. What is SP (₹)?,"[""402"",""392"",""382"",""412""]",392,SP = CP×(1 + p/100) = 309×(1+27/100) = 392.,mixed,"profit-loss,aptitude"
