exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 16,aptitude,mcq,What is 8% of 248?,"[""30"",""25"",""15"",""20""]",20,8% of 248 = (8/100)×248 = 20.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,An item with CP ₹739 sold at 5% profit. What is SP (₹)?,"[""786"",""776"",""766"",""796""]",776,SP = CP×(1 + p/100) = 739×(1+5/100) = 776.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,What is 37% of 429?,"[""169"",""159"",""164"",""154""]",159,37% of 429 = (37/100)×429 = 159.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,An item with CP ₹865 sold at 16% profit. What is SP (₹)?,"[""1023"",""993"",""1013"",""1003""]",1003,SP = CP×(1 + p/100) = 865×(1+16/100) = 1003.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,What is 13% of 455?,"[""59"",""54"",""64"",""69""]",59,13% of 455 = (13/100)×455 = 59.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,"Find the average of [43, 64, 32, 24, 85, 91].","[""61"",""57"",""55"",""59""]",57,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,"Find the average of [95, 44, 54, 34, 72, 49, 24].","[""57"",""53"",""51"",""55""]",53,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,What is 27% of 434?,"[""112"",""122"",""127"",""117""]",117,27% of 434 = (27/100)×434 = 117.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,"In ratio 7:6, what is A's share out of total 226?","[""127"",""117"",""122"",""132""]",122,Share = total×a/(a+b) = 226×(7/13) = 122.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,"Find the average of [24, 77, 28, 11, 13, 87, 86].","[""49"",""45"",""47"",""51""]",47,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,"Find the average of [92, 89, 44, 57].","[""71"",""73"",""75"",""69""]",71,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,What is 32% of 384?,"[""133"",""118"",""128"",""123""]",123,32% of 384 = (32/100)×384 = 123.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,An item with CP ₹159 sold at 11% profit. What is SP (₹)?,"[""186"",""196"",""176"",""166""]",176,SP = CP×(1 + p/100) = 159×(1+11/100) = 176.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,"Find the average of [15, 82, 74, 88, 31].","[""58"",""62"",""60"",""56""]",58,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,An item with CP ₹485 sold at 19% profit. What is SP (₹)?,"[""577"",""597"",""567"",""587""]",577,SP = CP×(1 + p/100) = 485×(1+19/100) = 577.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,"Find the average of [11, 99, 23, 38, 37].","[""42"",""46"",""40"",""44""]",42,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,What is 37% of 464?,"[""167"",""177"",""182"",""172""]",172,37% of 464 = (37/100)×464 = 172.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 16,aptitude,mcq,What is 46% of 465?,"[""224"",""214"",""209"",""219""]",214,46% of 465 = (46/100)×465 = 214.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 16,quant,mcq,Number of permutations of 5 different objects taken all at a time:,"[""120"",""119"",""125"",""60""]",120,5! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 16,quant,mcq,Simple Interest on ₹4837 at 9% p.a. for 2 years is?,"[""921"",""821"",""971"",""871""]",871,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 16,quant,mcq,A train covers 416 km in 3 hours. Average speed (km/h)?,"[""139"",""149"",""134"",""144""]",139,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 16,quant,mcq,A train covers 185 km in 3 hours. Average speed (km/h)?,"[""62"",""57"",""72"",""67""]",62,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 16,quant,mcq,"A completes work in 7 days, B in 11 days. Together, how many days?","[""4.8"",""4.3"",""3.3"",""5.3""]",4.3,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 16,quant,mcq,Simple Interest on ₹1229 at 11% p.a. for 2 years is?,"[""320"",""370"",""220"",""270""]",270,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 16,quant,mcq,A train covers 478 km in 3 hours. Average speed (km/h)?,"[""169"",""164"",""159"",""154""]",159,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 16,quant,mcq,Simple Interest on ₹1901 at 15% p.a. for 1 years is?,"[""235"",""285"",""335"",""385""]",285,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 16,quant,mcq,Number of permutations of 7 different objects taken all at a time:,"[""5047"",""5040"",""5039"",""2520""]",5040,7! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 16,quant,mcq,A train covers 267 km in 6 hours. Average speed (km/h)?,"[""50"",""55"",""40"",""45""]",45,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 16,quant,mcq,Simple Interest on ₹4378 at 6% p.a. for 4 years is?,"[""1151"",""1001"",""1051"",""1101""]",1051,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 16,quant,mcq,Simple Interest on ₹3941 at 6% p.a. for 3 years is?,"[""709"",""659"",""759"",""809""]",709,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 16,quant,mcq,Number of permutations of 4 different objects taken all at a time:,"[""12"",""28"",""23"",""24""]",24,4! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 16,quant,mcq,Simple Interest on ₹3653 at 11% p.a. for 4 years is?,"[""1557"",""1607"",""1657"",""1707""]",1607,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 16,quant,mcq,Simple Interest on ₹2117 at 10% p.a. for 3 years is?,"[""635"",""685"",""735"",""585""]",635,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 16,quant,mcq,Simple Interest on ₹1441 at 13% p.a. for 3 years is?,"[""612"",""662"",""562"",""512""]",562,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 16,quant,mcq,Number of permutations of 7 different objects taken all at a time:,"[""5039"",""5047"",""5040"",""2520""]",5040,7! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 16,quant,mcq,A train covers 410 km in 3 hours. Average speed (km/h)?,"[""142"",""132"",""137"",""147""]",137,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 16,reasoning,mcq,Analogy — Cat : Kitten :: Dog : ?,"[""Kennel"",""Puppy"",""Classroom"",""Clinic""]",Puppy,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""South"",""North"",""West"",""East""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Father"",""Mother"",""Aunt"",""Grandfather""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,"Find the next term: 2, 8, 14, 20, __","[""26"",""32"",""24"",""28""]",26,Arithmetic progression with d=6.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Grandfather"",""Aunt"",""Mother"",""Father""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,Analogy — Bird : Nest :: Bee : ?,"[""Kennel"",""Hive"",""Clinic"",""Classroom""]",Hive,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,Analogy — Doctor : Hospital :: Teacher : ?,"[""Classroom"",""Kennel"",""School"",""Clinic""]",School,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""South"",""East"",""West"",""North""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,"Find the next term: 6, 10, 14, 18, __","[""24"",""22"",""20"",""26""]",22,Arithmetic progression with d=4.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""East"",""North"",""South"",""West""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,Analogy — Cat : Kitten :: Dog : ?,"[""Puppy"",""Classroom"",""Clinic"",""Kennel""]",Puppy,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Grandfather"",""Mother"",""Father"",""Aunt""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""West"",""South"",""East"",""North""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Grandfather"",""Aunt"",""Father"",""Mother""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""West"",""North"",""East"",""South""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,"Find the next term: 2, 6, 10, 14, __","[""22"",""20"",""18"",""16""]",18,Arithmetic progression with d=4.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""West"",""East"",""North"",""South""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 16,reasoning,mcq,Analogy — Doctor : Hospital :: Teacher : ?,"[""Classroom"",""Clinic"",""Kennel"",""School""]",School,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the antonym of ""scarce"".","[""plentiful"",""increase"",""aggressive"",""hidden""]",plentiful,"""plentiful"" is opposite in meaning to ""scarce"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He don't like playing."",""He doesn't likes playing."",""He do not likes playing."",""He doesn't like playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,I will ____ the feedback.,"[""compose"",""consider"",""consume"",""consist""]",consider,"Correct usage is ""consider"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He doesn't like playing."",""He don't like playing."",""He doesn't likes playing."",""He do not likes playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He don't like playing."",""He doesn't likes playing."",""He doesn't like playing."",""He do not likes playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,I will ____ the feedback.,"[""consider"",""consist"",""compose"",""consume""]",consider,"Correct usage is ""consider"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He don't like playing."",""He doesn't likes playing."",""He doesn't like playing."",""He do not likes playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He doesn't like playing."",""He doesn't likes playing."",""He don't like playing."",""He do not likes playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the synonym of ""prudent"".","[""lengthy"",""wise"",""rare"",""neutral""]",wise,"""wise"" is closest in meaning to ""prudent"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the synonym of ""diligent"".","[""lengthy"",""rare"",""hardworking"",""careless""]",hardworking,"""hardworking"" is closest in meaning to ""diligent"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the antonym of ""obscure"".","[""clear"",""delicate"",""increase"",""hidden""]",clear,"""clear"" is opposite in meaning to ""obscure"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the antonym of ""fragile"".","[""hidden"",""robust"",""delicate"",""increase""]",robust,"""robust"" is opposite in meaning to ""fragile"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He don't like playing."",""He doesn't likes playing."",""He do not likes playing."",""He doesn't like playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He doesn't likes playing."",""He doesn't like playing."",""He do not likes playing."",""He don't like playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the antonym of ""augment"".","[""increase"",""reduce"",""hidden"",""aggressive""]",reduce,"""reduce"" is opposite in meaning to ""augment"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,"Choose the antonym of ""augment"".","[""aggressive"",""delicate"",""reduce"",""increase""]",reduce,"""reduce"" is opposite in meaning to ""augment"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,I will ____ the feedback.,"[""compose"",""consider"",""consist"",""consume""]",consider,"Correct usage is ""consider"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 16,verbal,mcq,She has a ____ interest in physics.,"[""keenly"",""keen"",""keel"",""kean""]",keen,"Correct usage is ""keen"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 16,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Cannot say"",""Probably"",""True"",""False""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 16,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""P"",""O"",""M"",""N""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
