exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 04,aptitude,mcq,"In ratio 2:6, what is A's share out of total 243?","[""71"",""61"",""56"",""66""]",61,Share = total×a/(a+b) = 243×(2/8) = 61.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,An item with CP ₹984 sold at 26% profit. What is SP (₹)?,"[""1230"",""1260"",""1240"",""1250""]",1240,SP = CP×(1 + p/100) = 984×(1+26/100) = 1240.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,"In ratio 9:4, what is A's share out of total 218?","[""151"",""156"",""146"",""161""]",151,Share = total×a/(a+b) = 218×(9/13) = 151.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,"Find the average of [84, 40, 20, 70].","[""52"",""58"",""56"",""54""]",54,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,An item with CP ₹167 sold at 27% profit. What is SP (₹)?,"[""222"",""212"",""202"",""232""]",212,SP = CP×(1 + p/100) = 167×(1+27/100) = 212.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,What is 28% of 211?,"[""69"",""54"",""59"",""64""]",59,28% of 211 = (28/100)×211 = 59.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,What is 44% of 116?,"[""46"",""61"",""51"",""56""]",51,44% of 116 = (44/100)×116 = 51.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,"Find the average of [72, 89, 79, 55, 84, 29, 75].","[""73"",""67"",""69"",""71""]",69,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,"In ratio 5:9, what is A's share out of total 112?","[""35"",""40"",""50"",""45""]",40,Share = total×a/(a+b) = 112×(5/14) = 40.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,"In ratio 5:8, what is A's share out of total 229?","[""98"",""93"",""88"",""83""]",88,Share = total×a/(a+b) = 229×(5/13) = 88.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,An item with CP ₹867 sold at 35% profit. What is SP (₹)?,"[""1160"",""1190"",""1170"",""1180""]",1170,SP = CP×(1 + p/100) = 867×(1+35/100) = 1170.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,What is 47% of 336?,"[""168"",""158"",""163"",""153""]",158,47% of 336 = (47/100)×336 = 158.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,What is 44% of 220?,"[""107"",""97"",""102"",""92""]",97,44% of 220 = (44/100)×220 = 97.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,"In ratio 3:9, what is A's share out of total 101?","[""35"",""20"",""30"",""25""]",25,Share = total×a/(a+b) = 101×(3/12) = 25.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,"In ratio 8:9, what is A's share out of total 138?","[""65"",""60"",""75"",""70""]",65,Share = total×a/(a+b) = 138×(8/17) = 65.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,"Find the average of [84, 46, 46, 34].","[""55"",""57"",""53"",""51""]",53,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,"In ratio 5:4, what is A's share out of total 441?","[""255"",""250"",""240"",""245""]",245,Share = total×a/(a+b) = 441×(5/9) = 245.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 04,aptitude,mcq,What is 17% of 285?,"[""43"",""53"",""58"",""48""]",48,17% of 285 = (17/100)×285 = 48.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 04,quant,mcq,Simple Interest on ₹3980 at 14% p.a. for 3 years is?,"[""1622"",""1772"",""1722"",""1672""]",1672,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 04,quant,mcq,Number of permutations of 4 different objects taken all at a time:,"[""28"",""12"",""23"",""24""]",24,4! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 04,quant,mcq,Number of permutations of 7 different objects taken all at a time:,"[""5047"",""5039"",""5040"",""2520""]",5040,7! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 04,quant,mcq,A train covers 166 km in 3 hours. Average speed (km/h)?,"[""60"",""50"",""55"",""65""]",55,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 04,quant,mcq,Number of permutations of 7 different objects taken all at a time:,"[""5047"",""2520"",""5039"",""5040""]",5040,7! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 04,quant,mcq,Number of permutations of 5 different objects taken all at a time:,"[""125"",""119"",""60"",""120""]",120,5! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 04,quant,mcq,Number of permutations of 5 different objects taken all at a time:,"[""119"",""125"",""120"",""60""]",120,5! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 04,quant,mcq,"A completes work in 6 days, B in 11 days. Together, how many days?","[""3.9"",""2.9"",""4.9"",""4.4""]",3.9,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 04,quant,mcq,"A completes work in 8 days, B in 11 days. Together, how many days?","[""4.6"",""3.5999999999999996"",""5.1"",""5.6""]",4.6,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 04,quant,mcq,Simple Interest on ₹2664 at 12% p.a. for 4 years is?,"[""1229"",""1329"",""1379"",""1279""]",1279,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 04,quant,mcq,"A completes work in 11 days, B in 8 days. Together, how many days?","[""3.5999999999999996"",""5.1"",""5.6"",""4.6""]",4.6,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 04,quant,mcq,"A completes work in 7 days, B in 10 days. Together, how many days?","[""4.6"",""5.1"",""3.0999999999999996"",""4.1""]",4.1,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 04,quant,mcq,"A completes work in 6 days, B in 9 days. Together, how many days?","[""4.6"",""3.6"",""2.6"",""4.1""]",3.6,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 04,quant,mcq,Number of permutations of 5 different objects taken all at a time:,"[""125"",""119"",""60"",""120""]",120,5! permutations.,mixed,"permutations,quant"
