exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 17,aptitude,mcq,"Find the average of [54, 19, 81, 64, 45, 89].","[""57"",""61"",""63"",""59""]",59,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,An item with CP ₹774 sold at 34% profit. What is SP (₹)?,"[""1037"",""1027"",""1057"",""1047""]",1037,SP = CP×(1 + p/100) = 774×(1+34/100) = 1037.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,"In ratio 8:2, what is A's share out of total 234?","[""182"",""187"",""197"",""192""]",187,Share = total×a/(a+b) = 234×(8/10) = 187.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,"In ratio 5:7, what is A's share out of total 469?","[""190"",""200"",""195"",""205""]",195,Share = total×a/(a+b) = 469×(5/12) = 195.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,An item with CP ₹878 sold at 26% profit. What is SP (₹)?,"[""1126"",""1096"",""1106"",""1116""]",1106,SP = CP×(1 + p/100) = 878×(1+26/100) = 1106.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,What is 34% of 262?,"[""89"",""94"",""84"",""99""]",89,34% of 262 = (34/100)×262 = 89.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,What is 41% of 416?,"[""176"",""166"",""181"",""171""]",171,41% of 416 = (41/100)×416 = 171.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,What is 27% of 165?,"[""55"",""45"",""50"",""40""]",45,27% of 165 = (27/100)×165 = 45.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,"In ratio 3:6, what is A's share out of total 311?","[""104"",""114"",""99"",""109""]",104,Share = total×a/(a+b) = 311×(3/9) = 104.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,An item with CP ₹894 sold at 27% profit. What is SP (₹)?,"[""1145"",""1155"",""1125"",""1135""]",1135,SP = CP×(1 + p/100) = 894×(1+27/100) = 1135.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,What is 30% of 140?,"[""42"",""52"",""37"",""47""]",42,30% of 140 = (30/100)×140 = 42.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,What is 26% of 126?,"[""43"",""28"",""33"",""38""]",33,26% of 126 = (26/100)×126 = 33.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 17,aptitude,mcq,What is 34% of 107?,"[""41"",""46"",""31"",""36""]",36,34% of 107 = (34/100)×107 = 36.,mixed,"percentage,aptitude"
