exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 06,aptitude,mcq,"In ratio 8:7, what is A's share out of total 378?","[""202"",""212"",""207"",""197""]",202,Share = total×a/(a+b) = 378×(8/15) = 202.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,"In ratio 9:9, what is A's share out of total 138?","[""79"",""69"",""74"",""64""]",69,Share = total×a/(a+b) = 138×(9/18) = 69.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,An item with CP ₹841 sold at 22% profit. What is SP (₹)?,"[""1046"",""1026"",""1036"",""1016""]",1026,SP = CP×(1 + p/100) = 841×(1+22/100) = 1026.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,An item with CP ₹266 sold at 35% profit. What is SP (₹)?,"[""369"",""379"",""359"",""349""]",359,SP = CP×(1 + p/100) = 266×(1+35/100) = 359.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,"Find the average of [81, 76, 23, 10, 24, 76, 54].","[""51"",""53"",""47"",""49""]",49,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,"Find the average of [75, 72, 11, 86, 27].","[""54"",""58"",""56"",""52""]",54,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,What is 43% of 241?,"[""99"",""109"",""104"",""114""]",104,43% of 241 = (43/100)×241 = 104.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,"In ratio 5:3, what is A's share out of total 425?","[""276"",""266"",""261"",""271""]",266,Share = total×a/(a+b) = 425×(5/8) = 266.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,What is 12% of 362?,"[""48"",""53"",""38"",""43""]",43,12% of 362 = (12/100)×362 = 43.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,What is 36% of 384?,"[""148"",""138"",""133"",""143""]",138,36% of 384 = (36/100)×384 = 138.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,What is 10% of 130?,"[""8"",""18"",""13"",""23""]",13,10% of 130 = (10/100)×130 = 13.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,"Find the average of [76, 36, 75, 56, 34].","[""55"",""53"",""59"",""57""]",55,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,"Find the average of [96, 52, 33, 64, 46].","[""56"",""60"",""62"",""58""]",58,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,"In ratio 4:4, what is A's share out of total 177?","[""99"",""84"",""89"",""94""]",89,Share = total×a/(a+b) = 177×(4/8) = 89.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,"In ratio 6:7, what is A's share out of total 470?","[""212"",""227"",""222"",""217""]",217,Share = total×a/(a+b) = 470×(6/13) = 217.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,"Find the average of [89, 88, 76, 12, 78].","[""73"",""71"",""67"",""69""]",69,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,"In ratio 8:7, what is A's share out of total 375?","[""205"",""210"",""195"",""200""]",200,Share = total×a/(a+b) = 375×(8/15) = 200.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 06,aptitude,mcq,"Find the average of [17, 62, 32, 33, 44, 69].","[""43"",""41"",""47"",""45""]",43,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 06,quant,mcq,"A completes work in 6 days, B in 14 days. Together, how many days?","[""5.2"",""4.7"",""3.2"",""4.2""]",4.2,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 06,quant,mcq,Number of permutations of 5 different objects taken all at a time:,"[""120"",""60"",""119"",""125""]",120,5! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 06,quant,mcq,Simple Interest on ₹2558 at 6% p.a. for 1 years is?,"[""253"",""103"",""153"",""203""]",153,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 06,quant,mcq,A train covers 113 km in 2 hours. Average speed (km/h)?,"[""57"",""62"",""67"",""52""]",57,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 06,quant,mcq,A train covers 339 km in 2 hours. Average speed (km/h)?,"[""170"",""180"",""175"",""165""]",170,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 06,quant,mcq,Number of permutations of 4 different objects taken all at a time:,"[""23"",""12"",""24"",""28""]",24,4! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 06,quant,mcq,Number of permutations of 5 different objects taken all at a time:,"[""60"",""125"",""119"",""120""]",120,5! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 06,quant,mcq,A train covers 206 km in 6 hours. Average speed (km/h)?,"[""39"",""29"",""34"",""44""]",34,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 06,quant,mcq,"A completes work in 6 days, B in 13 days. Together, how many days?","[""5.1"",""4.1"",""3.0999999999999996"",""4.6""]",4.1,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 06,quant,mcq,"A completes work in 11 days, B in 13 days. Together, how many days?","[""5"",""6.5"",""7"",""6""]",6,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 06,quant,mcq,A train covers 125 km in 2 hours. Average speed (km/h)?,"[""63"",""73"",""68"",""58""]",63,Speed = Distance/Time.,mixed,"speed-distance,quant"
