exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 02,aptitude,mcq,An item with CP ₹784 sold at 29% profit. What is SP (₹)?,"[""1011"",""1001"",""1021"",""1031""]",1011,SP = CP×(1 + p/100) = 784×(1+29/100) = 1011.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,What is 35% of 377?,"[""127"",""132"",""142"",""137""]",132,35% of 377 = (35/100)×377 = 132.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,"In ratio 3:9, what is A's share out of total 321?","[""80"",""90"",""75"",""85""]",80,Share = total×a/(a+b) = 321×(3/12) = 80.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,"In ratio 5:3, what is A's share out of total 297?","[""181"",""191"",""186"",""196""]",186,Share = total×a/(a+b) = 297×(5/8) = 186.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,An item with CP ₹466 sold at 23% profit. What is SP (₹)?,"[""573"",""563"",""583"",""593""]",573,SP = CP×(1 + p/100) = 466×(1+23/100) = 573.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,What is 39% of 454?,"[""177"",""187"",""182"",""172""]",177,39% of 454 = (39/100)×454 = 177.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,"Find the average of [68, 38, 65, 32, 43].","[""51"",""53"",""47"",""49""]",49,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,"Find the average of [52, 59, 70, 37, 79, 82].","[""63"",""67"",""65"",""61""]",63,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,"In ratio 2:7, what is A's share out of total 245?","[""54"",""64"",""59"",""49""]",54,Share = total×a/(a+b) = 245×(2/9) = 54.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,What is 48% of 143?,"[""64"",""74"",""69"",""79""]",69,48% of 143 = (48/100)×143 = 69.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,An item with CP ₹181 sold at 11% profit. What is SP (₹)?,"[""191"",""201"",""211"",""221""]",201,SP = CP×(1 + p/100) = 181×(1+11/100) = 201.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,An item with CP ₹605 sold at 5% profit. What is SP (₹)?,"[""625"",""645"",""635"",""655""]",635,SP = CP×(1 + p/100) = 605×(1+5/100) = 635.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,An item with CP ₹746 sold at 25% profit. What is SP (₹)?,"[""953"",""923"",""933"",""943""]",933,SP = CP×(1 + p/100) = 746×(1+25/100) = 933.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,An item with CP ₹925 sold at 22% profit. What is SP (₹)?,"[""1129"",""1119"",""1149"",""1139""]",1129,SP = CP×(1 + p/100) = 925×(1+22/100) = 1129.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,"Find the average of [12, 67, 59, 14, 89, 92, 64].","[""59"",""57"",""55"",""61""]",57,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,"In ratio 5:5, what is A's share out of total 416?","[""203"",""208"",""213"",""218""]",208,Share = total×a/(a+b) = 416×(5/10) = 208.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,What is 23% of 463?,"[""106"",""101"",""116"",""111""]",106,23% of 463 = (23/100)×463 = 106.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 02,aptitude,mcq,An item with CP ₹221 sold at 15% profit. What is SP (₹)?,"[""274"",""254"",""244"",""264""]",254,SP = CP×(1 + p/100) = 221×(1+15/100) = 254.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 02,quant,mcq,Simple Interest on ₹1816 at 12% p.a. for 1 years is?,"[""318"",""268"",""218"",""168""]",218,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 02,quant,mcq,Number of permutations of 6 different objects taken all at a time:,"[""720"",""360"",""726"",""719""]",720,6! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 02,quant,mcq,A train covers 200 km in 3 hours. Average speed (km/h)?,"[""72"",""67"",""77"",""62""]",67,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 02,quant,mcq,A train covers 137 km in 4 hours. Average speed (km/h)?,"[""39"",""29"",""34"",""44""]",34,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 02,quant,mcq,Number of permutations of 7 different objects taken all at a time:,"[""5047"",""5040"",""2520"",""5039""]",5040,7! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 02,quant,mcq,"A completes work in 9 days, B in 13 days. Together, how many days?","[""5.8"",""6.3"",""5.3"",""4.3""]",5.3,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 02,quant,mcq,A train covers 185 km in 4 hours. Average speed (km/h)?,"[""56"",""51"",""41"",""46""]",46,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 02,quant,mcq,A train covers 132 km in 3 hours. Average speed (km/h)?,"[""54"",""39"",""49"",""44""]",44,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 02,quant,mcq,A train covers 367 km in 2 hours. Average speed (km/h)?,"[""184"",""194"",""179"",""189""]",184,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 02,quant,mcq,Number of permutations of 7 different objects taken all at a time:,"[""5040"",""2520"",""5047"",""5039""]",5040,7! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 02,quant,mcq,A train covers 381 km in 3 hours. Average speed (km/h)?,"[""122"",""127"",""132"",""137""]",127,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 02,quant,mcq,Simple Interest on ₹4714 at 7% p.a. for 4 years is?,"[""1270"",""1370"",""1320"",""1420""]",1320,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 02,quant,mcq,"A completes work in 6 days, B in 14 days. Together, how many days?","[""4.7"",""4.2"",""3.2"",""5.2""]",4.2,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 02,quant,mcq,"A completes work in 10 days, B in 11 days. Together, how many days?","[""5.7"",""6.2"",""4.2"",""5.2""]",5.2,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 02,quant,mcq,"A completes work in 6 days, B in 14 days. Together, how many days?","[""4.7"",""4.2"",""5.2"",""3.2""]",4.2,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 02,quant,mcq,A train covers 291 km in 6 hours. Average speed (km/h)?,"[""59"",""54"",""44"",""49""]",49,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 02,quant,mcq,Number of permutations of 5 different objects taken all at a time:,"[""125"",""119"",""120"",""60""]",120,5! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 02,quant,mcq,"A completes work in 6 days, B in 11 days. Together, how many days?","[""4.9"",""2.9"",""4.4"",""3.9""]",3.9,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 02,reasoning,mcq,"Find the next term: 2, 8, 14, 20, __","[""32"",""28"",""24"",""26""]",26,Arithmetic progression with d=6.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"Find the next term: 3, 8, 13, 18, __","[""25"",""23"",""21"",""28""]",23,Arithmetic progression with d=5.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Mother"",""Grandfather"",""Father"",""Aunt""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"Find the next term: 7, 13, 19, 25, __","[""33"",""37"",""31"",""29""]",31,Arithmetic progression with d=6.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"Find the next term: 3, 8, 13, 18, __","[""28"",""25"",""21"",""23""]",23,Arithmetic progression with d=5.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"Find the next term: 4, 8, 12, 16, __","[""18"",""24"",""22"",""20""]",20,Arithmetic progression with d=4.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Mother"",""Aunt"",""Grandfather"",""Father""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"Find the next term: 4, 7, 10, 13, __","[""18"",""19"",""16"",""14""]",16,Arithmetic progression with d=3.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""South"",""North"",""East"",""West""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"Find the next term: 3, 8, 13, 18, __","[""25"",""21"",""28"",""23""]",23,Arithmetic progression with d=5.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Aunt"",""Mother"",""Grandfather"",""Father""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""East"",""South"",""North"",""West""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""East"",""South"",""North"",""West""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Grandfather"",""Father"",""Aunt"",""Mother""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""West"",""South"",""East"",""North""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,Analogy — Cat : Kitten :: Dog : ?,"[""Clinic"",""Puppy"",""Classroom"",""Kennel""]",Puppy,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""South"",""North"",""East"",""West""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 02,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""North"",""South"",""West"",""East""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the antonym of ""scarce"".","[""hidden"",""increase"",""plentiful"",""delicate""]",plentiful,"""plentiful"" is opposite in meaning to ""scarce"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He don't like playing."",""He doesn't likes playing."",""He do not likes playing."",""He doesn't like playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,I will ____ the feedback.,"[""consider"",""compose"",""consume"",""consist""]",consider,"Correct usage is ""consider"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the synonym of ""abundant"".","[""neutral"",""plentiful"",""rare"",""lengthy""]",plentiful,"""plentiful"" is closest in meaning to ""abundant"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the synonym of ""concise"".","[""lengthy"",""brief"",""neutral"",""careless""]",brief,"""brief"" is closest in meaning to ""concise"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the antonym of ""scarce"".","[""hidden"",""plentiful"",""increase"",""delicate""]",plentiful,"""plentiful"" is opposite in meaning to ""scarce"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the antonym of ""obscure"".","[""delicate"",""increase"",""clear"",""aggressive""]",clear,"""clear"" is opposite in meaning to ""obscure"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He doesn't likes playing."",""He doesn't like playing."",""He don't like playing."",""He do not likes playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the synonym of ""prudent"".","[""rare"",""lengthy"",""wise"",""careless""]",wise,"""wise"" is closest in meaning to ""prudent"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,She has a ____ interest in physics.,"[""keen"",""kean"",""keel"",""keenly""]",keen,"Correct usage is ""keen"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the antonym of ""obscure"".","[""delicate"",""increase"",""hidden"",""clear""]",clear,"""clear"" is opposite in meaning to ""obscure"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the antonym of ""hostile"".","[""friendly"",""increase"",""hidden"",""delicate""]",friendly,"""friendly"" is opposite in meaning to ""hostile"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He do not likes playing."",""He doesn't likes playing."",""He don't like playing."",""He doesn't like playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the synonym of ""concise"".","[""neutral"",""brief"",""lengthy"",""careless""]",brief,"""brief"" is closest in meaning to ""concise"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the antonym of ""obscure"".","[""aggressive"",""increase"",""clear"",""delicate""]",clear,"""clear"" is opposite in meaning to ""obscure"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,She has a ____ interest in physics.,"[""kean"",""keel"",""keen"",""keenly""]",keen,"Correct usage is ""keen"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,She has a ____ interest in physics.,"[""keel"",""kean"",""keenly"",""keen""]",keen,"Correct usage is ""keen"".",mixed,"grammar,verbal"
Soft Skills Mastery — Mock 02,verbal,mcq,"Choose the synonym of ""diligent"".","[""neutral"",""careless"",""lengthy"",""hardworking""]",hardworking,"""hardworking"" is closest in meaning to ""diligent"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 02,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""Cannot say"",""None"",""False"",""True""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""M"",""O"",""P"",""N""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""N"",""M"",""O"",""P""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""True"",""False"",""Cannot say"",""None""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Probably"",""False"",""Cannot say"",""True""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""Cannot say"",""None"",""False"",""True""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""False"",""None"",""True"",""Cannot say""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""P"",""O"",""N"",""M""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""Cannot say"",""False"",""None"",""True""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Cannot say"",""Probably"",""False"",""True""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Probably"",""True"",""False"",""Cannot say""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""False"",""Cannot say"",""None"",""True""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Cannot say"",""False"",""Probably"",""True""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""O"",""M"",""N"",""P""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""N"",""P"",""O"",""M""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""M"",""N"",""O"",""P""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""False"",""Cannot say"",""True"",""Probably""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 02,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""False"",""None"",""True"",""Cannot say""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
