exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 13,aptitude,mcq,What is 38% of 138?,"[""62"",""57"",""52"",""47""]",52,38% of 138 = (38/100)×138 = 52.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,An item with CP ₹729 sold at 25% profit. What is SP (₹)?,"[""911"",""931"",""901"",""921""]",911,SP = CP×(1 + p/100) = 729×(1+25/100) = 911.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,"In ratio 4:7, what is A's share out of total 453?","[""165"",""170"",""175"",""160""]",165,Share = total×a/(a+b) = 453×(4/11) = 165.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,"In ratio 6:7, what is A's share out of total 476?","[""225"",""220"",""215"",""230""]",220,Share = total×a/(a+b) = 476×(6/13) = 220.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,"In ratio 2:8, what is A's share out of total 321?","[""69"",""74"",""59"",""64""]",64,Share = total×a/(a+b) = 321×(2/10) = 64.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,What is 28% of 430?,"[""130"",""125"",""115"",""120""]",120,28% of 430 = (28/100)×430 = 120.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,"In ratio 5:9, what is A's share out of total 353?","[""126"",""121"",""136"",""131""]",126,Share = total×a/(a+b) = 353×(5/14) = 126.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,"In ratio 4:4, what is A's share out of total 391?","[""201"",""196"",""206"",""191""]",196,Share = total×a/(a+b) = 391×(4/8) = 196.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,"In ratio 8:8, what is A's share out of total 429?","[""215"",""220"",""210"",""225""]",215,Share = total×a/(a+b) = 429×(8/16) = 215.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,What is 6% of 384?,"[""33"",""28"",""18"",""23""]",23,6% of 384 = (6/100)×384 = 23.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,"Find the average of [20, 11, 75, 54, 36, 59].","[""41"",""45"",""47"",""43""]",43,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,An item with CP ₹143 sold at 7% profit. What is SP (₹)?,"[""143"",""173"",""153"",""163""]",153,SP = CP×(1 + p/100) = 143×(1+7/100) = 153.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,What is 8% of 341?,"[""27"",""32"",""37"",""22""]",27,8% of 341 = (8/100)×341 = 27.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,An item with CP ₹912 sold at 34% profit. What is SP (₹)?,"[""1232"",""1242"",""1212"",""1222""]",1222,SP = CP×(1 + p/100) = 912×(1+34/100) = 1222.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,"In ratio 7:9, what is A's share out of total 146?","[""74"",""69"",""64"",""59""]",64,Share = total×a/(a+b) = 146×(7/16) = 64.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,What is 49% of 144?,"[""81"",""66"",""71"",""76""]",71,49% of 144 = (49/100)×144 = 71.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,"Find the average of [88, 99, 68, 58].","[""78"",""76"",""80"",""82""]",78,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 13,aptitude,mcq,What is 35% of 349?,"[""127"",""132"",""122"",""117""]",122,35% of 349 = (35/100)×349 = 122.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 13,quant,mcq,Simple Interest on ₹4943 at 15% p.a. for 3 years is?,"[""2174"",""2324"",""2224"",""2274""]",2224,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 13,quant,mcq,Number of permutations of 5 different objects taken all at a time:,"[""60"",""119"",""120"",""125""]",120,5! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 13,quant,mcq,"A completes work in 6 days, B in 11 days. Together, how many days?","[""4.4"",""2.9"",""4.9"",""3.9""]",3.9,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 13,quant,mcq,"A completes work in 7 days, B in 13 days. Together, how many days?","[""5.5"",""5"",""4.5"",""3.5""]",4.5,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 13,quant,mcq,Simple Interest on ₹4203 at 9% p.a. for 2 years is?,"[""707"",""807"",""757"",""857""]",757,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 13,quant,mcq,A train covers 307 km in 3 hours. Average speed (km/h)?,"[""107"",""112"",""102"",""97""]",102,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 13,quant,mcq,A train covers 383 km in 4 hours. Average speed (km/h)?,"[""101"",""96"",""91"",""106""]",96,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 13,quant,mcq,A train covers 363 km in 2 hours. Average speed (km/h)?,"[""182"",""192"",""187"",""177""]",182,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 13,quant,mcq,Simple Interest on ₹1130 at 7% p.a. for 3 years is?,"[""237"",""287"",""337"",""187""]",237,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 13,quant,mcq,Number of permutations of 7 different objects taken all at a time:,"[""2520"",""5040"",""5047"",""5039""]",5040,7! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 13,quant,mcq,A train covers 243 km in 5 hours. Average speed (km/h)?,"[""44"",""54"",""59"",""49""]",49,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 13,quant,mcq,A train covers 275 km in 4 hours. Average speed (km/h)?,"[""69"",""74"",""79"",""64""]",69,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 13,quant,mcq,A train covers 214 km in 4 hours. Average speed (km/h)?,"[""49"",""54"",""64"",""59""]",54,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 13,quant,mcq,"A completes work in 6 days, B in 10 days. Together, how many days?","[""4.3"",""4.8"",""3.8"",""2.8""]",3.8,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 13,quant,mcq,A train covers 426 km in 2 hours. Average speed (km/h)?,"[""218"",""208"",""213"",""223""]",213,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 13,quant,mcq,Simple Interest on ₹1192 at 13% p.a. for 3 years is?,"[""415"",""465"",""515"",""565""]",465,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 13,quant,mcq,"A completes work in 11 days, B in 9 days. Together, how many days?","[""6"",""5.5"",""4"",""5""]",5,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 13,quant,mcq,A train covers 282 km in 4 hours. Average speed (km/h)?,"[""76"",""66"",""71"",""81""]",71,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 13,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""South"",""East"",""West"",""North""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 13,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""South"",""East"",""West"",""North""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 13,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Father"",""Aunt"",""Mother"",""Grandfather""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 13,reasoning,mcq,Analogy — Bird : Nest :: Bee : ?,"[""Classroom"",""Clinic"",""Kennel"",""Hive""]",Hive,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 13,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Father"",""Aunt"",""Grandfather"",""Mother""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 13,reasoning,mcq,Analogy — Doctor : Hospital :: Teacher : ?,"[""Clinic"",""Kennel"",""Classroom"",""School""]",School,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 13,reasoning,mcq,"Find the next term: 4, 8, 12, 16, __","[""24"",""20"",""22"",""18""]",20,Arithmetic progression with d=4.,mixed,"series,reasoning"
