exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 14,aptitude,mcq,"Find the average of [56, 19, 89, 95, 77, 60, 99].","[""69"",""71"",""73"",""75""]",71,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,"In ratio 5:3, what is A's share out of total 250?","[""156"",""161"",""166"",""151""]",156,Share = total×a/(a+b) = 250×(5/8) = 156.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,"Find the average of [42, 63, 11, 88, 82, 32, 43].","[""52"",""50"",""56"",""54""]",52,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,An item with CP ₹104 sold at 6% profit. What is SP (₹)?,"[""130"",""110"",""100"",""120""]",110,SP = CP×(1 + p/100) = 104×(1+6/100) = 110.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,What is 37% of 121?,"[""40"",""55"",""50"",""45""]",45,37% of 121 = (37/100)×121 = 45.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,"Find the average of [29, 66, 30, 30, 63].","[""42"",""46"",""44"",""48""]",44,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,"Find the average of [92, 29, 41, 53, 98, 49].","[""62"",""64"",""58"",""60""]",60,Average = sum/count.,mixed,"average,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,What is 12% of 358?,"[""38"",""53"",""43"",""48""]",43,12% of 358 = (12/100)×358 = 43.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,What is 45% of 409?,"[""189"",""179"",""184"",""194""]",184,45% of 409 = (45/100)×409 = 184.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,"In ratio 9:8, what is A's share out of total 365?","[""193"",""188"",""203"",""198""]",193,Share = total×a/(a+b) = 365×(9/17) = 193.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,An item with CP ₹424 sold at 19% profit. What is SP (₹)?,"[""495"",""505"",""525"",""515""]",505,SP = CP×(1 + p/100) = 424×(1+19/100) = 505.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,"In ratio 6:5, what is A's share out of total 235?","[""133"",""123"",""128"",""138""]",128,Share = total×a/(a+b) = 235×(6/11) = 128.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,An item with CP ₹972 sold at 25% profit. What is SP (₹)?,"[""1205"",""1235"",""1225"",""1215""]",1215,SP = CP×(1 + p/100) = 972×(1+25/100) = 1215.,mixed,"profit-loss,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,"In ratio 8:2, what is A's share out of total 391?","[""318"",""313"",""308"",""323""]",313,Share = total×a/(a+b) = 391×(8/10) = 313.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,"In ratio 3:5, what is A's share out of total 319?","[""125"",""130"",""115"",""120""]",120,Share = total×a/(a+b) = 319×(3/8) = 120.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,What is 26% of 443?,"[""120"",""115"",""125"",""110""]",115,26% of 443 = (26/100)×443 = 115.,mixed,"percentage,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,"In ratio 7:3, what is A's share out of total 470?","[""334"",""324"",""329"",""339""]",329,Share = total×a/(a+b) = 470×(7/10) = 329.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 14,aptitude,mcq,"In ratio 3:6, what is A's share out of total 456?","[""152"",""157"",""162"",""147""]",152,Share = total×a/(a+b) = 456×(3/9) = 152.,mixed,"ratio,aptitude"
Soft Skills Mastery — Mock 14,quant,mcq,"A completes work in 7 days, B in 8 days. Together, how many days?","[""2.7"",""4.7"",""4.2"",""3.7""]",3.7,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 14,quant,mcq,"A completes work in 7 days, B in 13 days. Together, how many days?","[""3.5"",""5"",""4.5"",""5.5""]",4.5,Time = AB/(A+B).,mixed,"time&work,quant"
