id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 6 people facing North, the left-to-right order is:
C, F, A, D, E, B.
Who sits immediately to the right of F?",mcq,"[""A"",""B"",""C"",""D""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 6 people facing North, the left-to-right order is:
F, C, E, B, A, D.
Who sits immediately to the right of E?",mcq,"[""F"",""E"",""B"",""C""]",2,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 6 people facing North, the left-to-right order is:
C, D, F, E, A, B.
Who sits between C and F?",mcq,"[""D"",""C"",""F"",""A""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 6 people facing North, the left-to-right order is:
D, B, E, C, A, F.
Who is at the extreme left end?",mcq,"[""A"",""E"",""D"",""C""]",2,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 8 people facing North, the left-to-right order is:
D, F, A, G, E, B, C, H.
Who sits between D and A?",mcq,"[""F"",""E"",""A"",""H""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 8 people facing North, the left-to-right order is:
A, C, H, F, B, G, D, E.
Who sits between A and H?",mcq,"[""A"",""C"",""F"",""D""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
A < C < F < B < D < E (left is bottom, right is top).
Which box is on the top?",mcq,"[""F"",""E"",""C"",""D""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
E < F < C < B < D < A (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""C"",""A"",""B"",""F""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
A < C < D < F < E < B (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""A"",""E"",""D"",""F""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
B < E < F < A < D < C (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""B"",""C"",""A"",""E""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
11,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
A < B < D < C < E < F (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""B"",""D"",""A"",""F""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
12,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
B < D < C < A < E < F (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""E"",""D"",""C"",""B""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
13,"All scientists are readers. Some readers are chefs.
Which conclusion follows?",mcq,"[""Some scientists may be chefs."",""All chefs are scientists."",""No scientists is chefs."",""Some chefs are scientists.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
14,"All engineers are poets. Some poets are readers.
Which conclusion follows?",mcq,"[""Some engineers may be readers."",""All readers are engineers."",""No engineers is readers."",""Some readers are engineers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
15,"All students are readers. Some readers are scientists.
Which conclusion follows?",mcq,"[""Some students may be scientists."",""All scientists are students."",""No students is scientists."",""Some scientists are students.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
