id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 6 people facing North, the left-to-right order is:
F, C, E, D, A, B.
Who sits between F and E?",mcq,"[""A"",""F"",""B"",""C""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 8 people facing North, the left-to-right order is:
F, G, D, E, H, B, C, A.
Who sits immediately to the right of F?",mcq,"[""E"",""A"",""H"",""G""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 8 people facing North, the left-to-right order is:
A, D, H, F, B, C, E, G.
Who is at the extreme left end?",mcq,"[""A"",""F"",""E"",""G""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 6 people facing North, the left-to-right order is:
B, D, E, C, A, F.
Who is at the extreme right end?",mcq,"[""F"",""D"",""E"",""C""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 6 people facing North, the left-to-right order is:
B, D, F, A, E, C.
Who is at the extreme right end?",mcq,"[""E"",""F"",""B"",""C""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 8 people facing North, the left-to-right order is:
D, E, A, F, C, B, H, G.
Who sits between D and A?",mcq,"[""B"",""F"",""E"",""H""]",2,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
C < D < A < F < B < E (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""A"",""C"",""B"",""D""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E are stacked from bottom to top as:
B < C < D < A < E (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""E"",""C"",""D"",""A""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E are stacked from bottom to top as:
E < D < A < C < B (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""C"",""D"",""A"",""E""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E are stacked from bottom to top as:
E < C < D < A < B (left is bottom, right is top).
Which box is on the top?",mcq,"[""C"",""A"",""D"",""B""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
11,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
D < C < B < A < E < F (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""C"",""A"",""B"",""E""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
12,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
D < A < E < B < F < C (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""F"",""C"",""E"",""D""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
13,"All leaders are engineers. Some engineers are poets.
Which conclusion follows?",mcq,"[""Some leaders may be poets."",""All poets are leaders."",""No leaders is poets."",""Some poets are leaders.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
14,"All dancers are players. Some players are teachers.
Which conclusion follows?",mcq,"[""Some dancers may be teachers."",""All teachers are dancers."",""No dancers is teachers."",""Some teachers are dancers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
15,"All teachers are students. Some students are singers.
Which conclusion follows?",mcq,"[""Some teachers may be singers."",""All singers are teachers."",""No teachers is singers."",""Some singers are teachers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
16,"All scientists are chefs. Some chefs are dancers.
Which conclusion follows?",mcq,"[""Some scientists may be dancers."",""All dancers are scientists."",""No scientists is dancers."",""Some dancers are scientists.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
17,"All artists are poets. Some poets are gardeners.
Which conclusion follows?",mcq,"[""Some artists may be gardeners."",""All gardeners are artists."",""No artists is gardeners."",""Some gardeners are artists.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
18,"All gardeners are students. Some students are dancers.
Which conclusion follows?",mcq,"[""Some gardeners may be dancers."",""All dancers are gardeners."",""No gardeners is dancers."",""Some dancers are gardeners.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
19,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""PUZZLE"" is written as 106, what is ""QUIZ"" written as?",mcq,"[""72"",""74"",""73"",""75""]",2,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
20,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""CAT"" is written as 24, what is ""CODE"" written as?",mcq,"[""29"",""28"",""27"",""26""]",2,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
21,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""ARRAY"" is written as 63, what is ""MATH"" written as?",mcq,"[""43"",""44"",""41"",""42""]",3,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
22,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""CODE"" is written as 27, what is ""STACK"" written as?",mcq,"[""54"",""53"",""56"",""55""]",0,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
23,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""DOG"" is written as 26, what is ""STACK"" written as?",mcq,"[""56"",""54"",""55"",""53""]",1,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
24,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""QUEUE"" is written as 69, what is ""ARRAY"" written as?",mcq,"[""64"",""65"",""63"",""62""]",2,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
25,"In a group of 96 people, 32 like Tea, 43 like Coffee, and 23 like both.
How many like only Coffee?",mcq,"[""22"",""18"",""21"",""20""]",3,Use inclusion–exclusion: only Tea = Tea−Both; only Coffee = Coffee−Both; at least one = Tea+Coffee−Both.,Venn Diagrams,mixed
