id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 6 people facing North, the left-to-right order is:
C, B, E, A, F, D.
Who sits 2 seats to the right of A?",mcq,"[""F"",""A"",""E"",""D""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 8 people facing North, the left-to-right order is:
B, D, F, H, A, G, E, C.
Who is at the extreme left end?",mcq,"[""F"",""E"",""A"",""B""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 8 people facing North, the left-to-right order is:
D, E, C, G, B, F, H, A.
Who is at the extreme left end?",mcq,"[""A"",""D"",""H"",""F""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 8 people facing North, the left-to-right order is:
H, F, G, D, B, A, C, E.
Who is at the extreme right end?",mcq,"[""F"",""E"",""B"",""G""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 6 people facing North, the left-to-right order is:
E, F, D, A, C, B.
Who sits immediately to the right of A?",mcq,"[""A"",""B"",""E"",""C""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 6 people facing North, the left-to-right order is:
E, D, F, A, C, B.
Who sits between E and F?",mcq,"[""C"",""D"",""E"",""A""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E are stacked from bottom to top as:
B < E < D < C < A (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""B"",""D"",""E"",""C""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E are stacked from bottom to top as:
E < C < B < D < A (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""D"",""C"",""B"",""E""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
A < F < C < D < E < B (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""D"",""A"",""E"",""C""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
C < D < E < F < B < A (left is bottom, right is top).
Which box is on the top?",mcq,"[""D"",""C"",""A"",""F""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
11,"Boxes A, B, C, D, E are stacked from bottom to top as:
E < B < C < A < D (left is bottom, right is top).
Which box is on the top?",mcq,"[""A"",""D"",""E"",""B""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
