id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 8 people facing North, the left-to-right order is:
D, E, A, H, C, G, F, B.
Who is at the extreme right end?",mcq,"[""B"",""H"",""E"",""G""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 6 people facing North, the left-to-right order is:
F, A, C, B, D, E.
Who sits immediately to the right of D?",mcq,"[""E"",""D"",""F"",""B""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 8 people facing North, the left-to-right order is:
F, H, G, A, B, C, E, D.
Who sits between B and E?",mcq,"[""G"",""H"",""C"",""D""]",2,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 8 people facing North, the left-to-right order is:
F, G, B, D, A, H, E, C.
Who sits between F and B?",mcq,"[""E"",""C"",""D"",""G""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 8 people facing North, the left-to-right order is:
E, B, F, C, G, A, D, H.
Who sits between E and F?",mcq,"[""B"",""E"",""H"",""D""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 6 people facing North, the left-to-right order is:
A, E, F, D, C, B.
Who is at the extreme left end?",mcq,"[""E"",""D"",""B"",""A""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
A < E < C < B < D < F (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""D"",""A"",""F"",""C""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E are stacked from bottom to top as:
D < C < A < B < E (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""A"",""E"",""D"",""C""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
D < A < E < C < F < B (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""A"",""E"",""D"",""F""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E are stacked from bottom to top as:
B < C < A < D < E (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""C"",""D"",""B"",""E""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
