id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 6 people facing North, the left-to-right order is:
D, C, A, E, F, B.
Who sits between B and E?",mcq,"[""F"",""A"",""B"",""E""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 8 people facing North, the left-to-right order is:
G, C, E, A, B, H, D, F.
Who sits between B and D?",mcq,"[""H"",""A"",""G"",""E""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 6 people facing North, the left-to-right order is:
A, B, F, E, D, C.
Who is at the extreme left end?",mcq,"[""E"",""A"",""C"",""F""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 6 people facing North, the left-to-right order is:
B, E, C, A, D, F.
Who is at the extreme left end?",mcq,"[""D"",""B"",""A"",""E""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 6 people facing North, the left-to-right order is:
B, A, D, C, F, E.
Who sits immediately to the right of C?",mcq,"[""B"",""E"",""D"",""F""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 8 people facing North, the left-to-right order is:
D, A, C, G, H, B, F, E.
Who sits immediately to the right of C?",mcq,"[""C"",""G"",""A"",""F""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E are stacked from bottom to top as:
E < B < A < C < D (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""D"",""B"",""C"",""E""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
B < A < F < D < E < C (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""E"",""C"",""B"",""A""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
C < F < D < B < A < E (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""E"",""C"",""A"",""F""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
A < D < B < C < F < E (left is bottom, right is top).
Which box is on the top?",mcq,"[""B"",""D"",""C"",""E""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
11,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
B < E < D < A < C < F (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""E"",""B"",""F"",""D""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
12,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
E < F < D < C < A < B (left is bottom, right is top).
Which box is on the top?",mcq,"[""B"",""E"",""C"",""D""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
13,"All chefs are dancers. Some dancers are doctors.
Which conclusion follows?",mcq,"[""Some chefs may be doctors."",""All doctors are chefs."",""No chefs is doctors."",""Some doctors are chefs.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
14,"All students are pilots. Some pilots are scientists.
Which conclusion follows?",mcq,"[""Some students may be scientists."",""All scientists are students."",""No students is scientists."",""Some scientists are students.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
15,"All leaders are dancers. Some dancers are students.
Which conclusion follows?",mcq,"[""Some leaders may be students."",""All students are leaders."",""No leaders is students."",""Some students are leaders.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
16,"All engineers are leaders. Some leaders are students.
Which conclusion follows?",mcq,"[""Some engineers may be students."",""All students are engineers."",""No engineers is students."",""Some students are engineers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
17,"All engineers are artists. Some artists are pilots.
Which conclusion follows?",mcq,"[""Some engineers may be pilots."",""All pilots are engineers."",""No engineers is pilots."",""Some pilots are engineers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
18,"All leaders are dancers. Some dancers are pilots.
Which conclusion follows?",mcq,"[""Some leaders may be pilots."",""All pilots are leaders."",""No leaders is pilots."",""Some pilots are leaders.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
