id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 8 people facing North, the left-to-right order is:
C, G, B, E, A, D, H, F.
Who sits between C and B?",mcq,"[""G"",""A"",""C"",""B""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 6 people facing North, the left-to-right order is:
F, A, E, B, D, C.
Who sits immediately to the right of A?",mcq,"[""A"",""E"",""F"",""C""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 8 people facing North, the left-to-right order is:
H, C, A, D, B, G, F, E.
Who sits between A and B?",mcq,"[""G"",""A"",""E"",""D""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 8 people facing North, the left-to-right order is:
F, E, C, D, H, B, A, G.
Who sits between H and C?",mcq,"[""F"",""D"",""B"",""G""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 6 people facing North, the left-to-right order is:
A, F, D, B, C, E.
Who is at the extreme left end?",mcq,"[""F"",""D"",""A"",""B""]",2,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 8 people facing North, the left-to-right order is:
E, H, C, G, F, D, A, B.
Who is at the extreme right end?",mcq,"[""D"",""C"",""H"",""B""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
C < B < F < D < E < A (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""A"",""B"",""C"",""F""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E are stacked from bottom to top as:
D < A < B < C < E (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""C"",""E"",""D"",""B""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E are stacked from bottom to top as:
B < D < E < A < C (left is bottom, right is top).
Which box is on the top?",mcq,"[""C"",""E"",""D"",""A""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E are stacked from bottom to top as:
D < E < C < A < B (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""B"",""E"",""D"",""A""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
11,"Boxes A, B, C, D, E are stacked from bottom to top as:
E < C < A < D < B (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""C"",""B"",""E"",""A""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
12,"Boxes A, B, C, D, E are stacked from bottom to top as:
E < D < B < C < A (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""B"",""A"",""D"",""E""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
13,"All doctors are teachers. Some teachers are drivers.
Which conclusion follows?",mcq,"[""Some doctors may be drivers."",""All drivers are doctors."",""No doctors is drivers."",""Some drivers are doctors.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
14,"All chefs are leaders. Some leaders are doctors.
Which conclusion follows?",mcq,"[""Some chefs may be doctors."",""All doctors are chefs."",""No chefs is doctors."",""Some doctors are chefs.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
15,"All dancers are gardeners. Some gardeners are drivers.
Which conclusion follows?",mcq,"[""Some dancers may be drivers."",""All drivers are dancers."",""No dancers is drivers."",""Some drivers are dancers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
16,"All players are singers. Some singers are doctors.
Which conclusion follows?",mcq,"[""Some players may be doctors."",""All doctors are players."",""No players is doctors."",""Some doctors are players.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
17,"All readers are pilots. Some pilots are singers.
Which conclusion follows?",mcq,"[""Some readers may be singers."",""All singers are readers."",""No readers is singers."",""Some singers are readers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
18,"All singers are gardeners. Some gardeners are scientists.
Which conclusion follows?",mcq,"[""Some singers may be scientists."",""All scientists are singers."",""No singers is scientists."",""Some scientists are singers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
19,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""ARRAY"" is written as 63, what is ""QUEUE"" written as?",mcq,"[""69"",""70"",""68"",""71""]",0,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
20,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""DOG"" is written as 26, what is ""QUIZ"" written as?",mcq,"[""75"",""73"",""74"",""72""]",1,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
21,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""MATH"" is written as 42, what is ""PUZZLE"" written as?",mcq,"[""106"",""108"",""105"",""107""]",0,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
22,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""ARRAY"" is written as 63, what is ""SERIES"" written as?",mcq,"[""76"",""77"",""75"",""74""]",2,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
23,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""SERIES"" is written as 75, what is ""MATH"" written as?",mcq,"[""42"",""43"",""44"",""41""]",0,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
24,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""MATH"" is written as 42, what is ""CODE"" written as?",mcq,"[""29"",""26"",""27"",""28""]",2,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
25,"Find the next number: 10, 17, 24, 31, 38 , ?",mcq,"[""44"",""46"",""47"",""45""]",3,Arithmetic progression with common difference 7.,Series,mixed
26,"Find the next number: 19, 24, 21, 26, 23 , ?",mcq,"[""30"",""28"",""27"",""29""]",1,"Alternating +5, -3.",Series,mixed
27,"Find the next number: 13, 16, 15, 18, 17 , ?",mcq,"[""20"",""21"",""22"",""19""]",0,"Alternating +3, -1.",Series,mixed
28,"Find the next number: 12, 17, 16, 21, 20 , ?",mcq,"[""27"",""25"",""26"",""24""]",1,"Alternating +5, -1.",Series,mixed
29,"Find the next number: 11, 15, 13, 17, 15 , ?",mcq,"[""18"",""20"",""21"",""19""]",3,"Alternating +4, -2.",Series,mixed
30,"In a group of 85 people, 54 like Tea, 33 like Coffee, and 21 like both.
How many like only Tea?",mcq,"[""33"",""31"",""34"",""35""]",0,Use inclusion–exclusion: only Tea = Tea−Both; only Coffee = Coffee−Both; at least one = Tea+Coffee−Both.,Venn Diagrams,mixed
31,"In a group of 105 people, 37 like Tea, 49 like Coffee, and 31 like both.
How many like at least one of Tea or Coffee?",mcq,"[""55"",""57"",""53"",""56""]",0,Use inclusion–exclusion: only Tea = Tea−Both; only Coffee = Coffee−Both; at least one = Tea+Coffee−Both.,Venn Diagrams,mixed
32,"In a group of 100 people, 56 like Tea, 48 like Coffee, and 41 like both.
How many like at least one of Tea or Coffee?",mcq,"[""61"",""65"",""64"",""63""]",3,Use inclusion–exclusion: only Tea = Tea−Both; only Coffee = Coffee−Both; at least one = Tea+Coffee−Both.,Venn Diagrams,mixed
33,"In a group of 108 people, 53 like Tea, 37 like Coffee, and 26 like both.
How many like only Tea?",mcq,"[""27"",""28"",""29"",""25""]",0,Use inclusion–exclusion: only Tea = Tea−Both; only Coffee = Coffee−Both; at least one = Tea+Coffee−Both.,Venn Diagrams,mixed
34,"In a test, the scores are:
Bela=70, Chirag=80, Eshan=74.
Who scored the second highest?",mcq,"[""Chirag"",""Bela"",""Eshan""]",2,Compare the given numbers.,Analytical Reasoning,mixed
35,"In a test, the scores are:
Dia=83, Chirag=70, Bela=76.
Who scored the highest?",mcq,"[""Dia"",""Bela"",""Chirag""]",0,Compare the given numbers.,Analytical Reasoning,mixed
36,"In a test, the scores are:
Dia=74, Eshan=85, Aman=69.
Who scored the highest?",mcq,"[""Eshan"",""Dia"",""Aman""]",0,Compare the given numbers.,Analytical Reasoning,mixed
37,"In a test, the scores are:
Eshan=85, Bela=83, Dia=75.
Who scored the highest?",mcq,"[""Dia"",""Bela"",""Eshan""]",2,Compare the given numbers.,Analytical Reasoning,mixed
38,Deep is the son of Eshan. Bhavya is the sister of Deep. How is Bhavya related to Eshan?,mcq,"[""Daughter"",""Uncle"",""Mother"",""Brother""]",0,Map roles carefully from the statements.,Blood Relations,mixed
39,Chetan is the son of Deep. Esha is the sister of Chetan. How is Esha related to Deep?,mcq,"[""Uncle"",""Mother"",""Brother"",""Daughter""]",3,Map roles carefully from the statements.,Blood Relations,mixed
40,"A person starts from a point, walks 4 units South, then 6 units North, then 3 units East. In which direction is the person from the starting point now?",mcq,"[""North-East"",""South"",""North"",""West""]",0,Resolve x/y displacement and convert to compass direction.,Direction Sense,mixed
41,"A person starts from a point, walks 5 units East, then 5 units South, then 4 units West. In which direction is the person from the starting point now?",mcq,"[""North-West"",""Same place"",""South"",""South-East""]",3,Resolve x/y displacement and convert to compass direction.,Direction Sense,mixed
42,"Find the next number: 16, 22, 19, 25, 22 , ?",mcq,"[""28"",""27"",""30"",""29""]",0,"Alternating +6, -3.",Series,mixed
43,"Find the next number: 16, 20, 17, 21, 18 , ?",mcq,"[""23"",""24"",""21"",""22""]",3,"Alternating +4, -3.",Series,mixed
44,"Find the next number: 12, 16, 15, 19, 18 , ?",mcq,"[""21"",""24"",""23"",""22""]",3,"Alternating +4, -1.",Series,mixed
45,"Find the next number: 12, 18, 17, 23, 22 , ?",mcq,"[""27"",""28"",""29"",""30""]",1,"Alternating +6, -1.",Series,mixed
46,"Find the next number: 10, 14, 12, 16, 14 , ?",mcq,"[""17"",""19"",""18"",""20""]",2,"Alternating +4, -2.",Series,mixed
47,"Find the next number: 10, 13, 11, 14, 12 , ?",mcq,"[""17"",""15"",""14"",""16""]",1,"Alternating +3, -2.",Series,mixed
48,"Find the next number: 10, 13, 12, 15, 14 , ?",mcq,"[""18"",""19"",""17"",""16""]",2,"Alternating +3, -1.",Series,mixed
49,"Find the next number: 18, 24, 22, 28, 26 , ?",mcq,"[""34"",""31"",""33"",""32""]",3,"Alternating +6, -2.",Series,mixed
50,"Find the next number: 15, 18, 16, 19, 17 , ?",mcq,"[""22"",""19"",""20"",""21""]",2,"Alternating +3, -2.",Series,mixed
