id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 8 people facing North, the left-to-right order is:
A, B, G, H, C, D, F, E.
Who sits 2 seats to the right of G?",mcq,"[""H"",""A"",""D"",""C""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 6 people facing North, the left-to-right order is:
F, D, C, A, B, E.
Who sits between C and F?",mcq,"[""C"",""D"",""E"",""A""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 8 people facing North, the left-to-right order is:
G, E, A, F, B, H, D, C.
Who is at the extreme right end?",mcq,"[""F"",""G"",""D"",""C""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 8 people facing North, the left-to-right order is:
B, C, D, A, H, G, F, E.
Who sits 2 seats to the right of C?",mcq,"[""A"",""F"",""H"",""B""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 6 people facing North, the left-to-right order is:
D, B, A, E, F, C.
Who is at the extreme right end?",mcq,"[""E"",""F"",""A"",""C""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 6 people facing North, the left-to-right order is:
F, D, A, B, E, C.
Who is at the extreme right end?",mcq,"[""F"",""C"",""D"",""E""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
D < A < B < F < E < C (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""C"",""B"",""E"",""F""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E are stacked from bottom to top as:
E < B < A < D < C (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""A"",""E"",""B"",""D""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E are stacked from bottom to top as:
C < B < A < E < D (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""C"",""A"",""E"",""B""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E are stacked from bottom to top as:
A < B < D < C < E (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""E"",""C"",""D"",""B""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
11,"Boxes A, B, C, D, E are stacked from bottom to top as:
E < D < C < B < A (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""D"",""C"",""E"",""A""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
12,"Boxes A, B, C, D, E are stacked from bottom to top as:
B < A < D < C < E (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""D"",""B"",""C"",""A""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
13,"All dancers are engineers. Some engineers are pilots.
Which conclusion follows?",mcq,"[""Some dancers may be pilots."",""All pilots are dancers."",""No dancers is pilots."",""Some pilots are dancers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
14,"All players are chefs. Some chefs are engineers.
Which conclusion follows?",mcq,"[""Some players may be engineers."",""All engineers are players."",""No players is engineers."",""Some engineers are players.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
15,"All poets are readers. Some readers are singers.
Which conclusion follows?",mcq,"[""Some poets may be singers."",""All singers are poets."",""No poets is singers."",""Some singers are poets.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
16,"All poets are teachers. Some teachers are students.
Which conclusion follows?",mcq,"[""Some poets may be students."",""All students are poets."",""No poets is students."",""Some students are poets.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
17,"All gardeners are teachers. Some teachers are drivers.
Which conclusion follows?",mcq,"[""Some gardeners may be drivers."",""All drivers are gardeners."",""No gardeners is drivers."",""Some drivers are gardeners.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
18,"All engineers are poets. Some poets are singers.
Which conclusion follows?",mcq,"[""Some engineers may be singers."",""All singers are engineers."",""No engineers is singers."",""Some singers are engineers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
19,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""MATH"" is written as 42, what is ""PUZZLE"" written as?",mcq,"[""107"",""108"",""106"",""105""]",2,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
20,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""STACK"" is written as 54, what is ""CODE"" written as?",mcq,"[""27"",""26"",""29"",""28""]",0,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
21,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""QUIZ"" is written as 73, what is ""BRAIN"" written as?",mcq,"[""45"",""44"",""46"",""43""]",1,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
22,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""DOG"" is written as 26, what is ""CODE"" written as?",mcq,"[""28"",""26"",""27"",""29""]",2,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
