id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 6 people facing North, the left-to-right order is:
B, E, A, F, C, D.
Who sits between B and A?",mcq,"[""F"",""A"",""C"",""E""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 8 people facing North, the left-to-right order is:
C, H, B, E, G, F, D, A.
Who sits between C and B?",mcq,"[""D"",""E"",""F"",""H""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 6 people facing North, the left-to-right order is:
D, B, E, C, F, A.
Who sits between D and E?",mcq,"[""E"",""D"",""A"",""B""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 6 people facing North, the left-to-right order is:
E, F, C, A, D, B.
Who is at the extreme left end?",mcq,"[""F"",""E"",""B"",""C""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 8 people facing North, the left-to-right order is:
F, A, C, E, B, D, H, G.
Who sits between F and C?",mcq,"[""E"",""B"",""A"",""G""]",2,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 6 people facing North, the left-to-right order is:
D, A, E, B, F, C.
Who is at the extreme right end?",mcq,"[""F"",""E"",""B"",""C""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E are stacked from bottom to top as:
D < A < E < C < B (left is bottom, right is top).
Which box is on the top?",mcq,"[""A"",""D"",""E"",""B""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
C < A < D < B < E < F (left is bottom, right is top).
Which box is on the top?",mcq,"[""B"",""D"",""E"",""F""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
A < B < F < E < C < D (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""B"",""D"",""F"",""E""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
A < E < F < B < D < C (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""C"",""D"",""E"",""F""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
11,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
D < B < A < C < E < F (left is bottom, right is top).
Which box is on the top?",mcq,"[""A"",""E"",""F"",""B""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
12,"Boxes A, B, C, D, E are stacked from bottom to top as:
E < A < D < B < C (left is bottom, right is top).
Which box is on the top?",mcq,"[""C"",""D"",""B"",""A""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
13,"All singers are pilots. Some pilots are poets.
Which conclusion follows?",mcq,"[""Some singers may be poets."",""All poets are singers."",""No singers is poets."",""Some poets are singers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
14,"All pilots are dancers. Some dancers are leaders.
Which conclusion follows?",mcq,"[""Some pilots may be leaders."",""All leaders are pilots."",""No pilots is leaders."",""Some leaders are pilots.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
