id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 6 people facing North, the left-to-right order is:
E, F, C, B, A, D.
Who is at the extreme right end?",mcq,"[""D"",""A"",""F"",""B""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 6 people facing North, the left-to-right order is:
E, F, A, D, B, C.
Who sits 2 seats to the right of E?",mcq,"[""A"",""D"",""C"",""E""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 6 people facing North, the left-to-right order is:
F, B, C, A, D, E.
Who is at the extreme right end?",mcq,"[""B"",""E"",""C"",""D""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 8 people facing North, the left-to-right order is:
D, E, C, G, H, F, A, B.
Who sits between D and C?",mcq,"[""G"",""B"",""E"",""A""]",2,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 6 people facing North, the left-to-right order is:
C, B, E, A, F, D.
Who is at the extreme right end?",mcq,"[""D"",""F"",""E"",""C""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 8 people facing North, the left-to-right order is:
D, G, E, C, H, A, F, B.
Who is at the extreme left end?",mcq,"[""D"",""F"",""B"",""E""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E are stacked from bottom to top as:
C < B < D < E < A (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""C"",""D"",""B"",""A""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E are stacked from bottom to top as:
B < C < D < A < E (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""B"",""E"",""D"",""A""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
E < C < D < B < F < A (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""C"",""A"",""F"",""E""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E are stacked from bottom to top as:
D < E < C < A < B (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""C"",""E"",""A"",""D""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
