id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 8 people facing North, the left-to-right order is:
C, A, H, B, E, F, D, G.
Who sits between C and H?",mcq,"[""G"",""C"",""A"",""D""]",2,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 6 people facing North, the left-to-right order is:
D, C, B, A, F, E.
Who sits 2 seats to the right of A?",mcq,"[""F"",""B"",""C"",""E""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 8 people facing North, the left-to-right order is:
F, A, H, G, E, D, B, C.
Who sits between F and H?",mcq,"[""A"",""H"",""B"",""C""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 6 people facing North, the left-to-right order is:
E, A, B, D, C, F.
Who sits between E and B?",mcq,"[""A"",""C"",""D"",""E""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 6 people facing North, the left-to-right order is:
E, B, D, C, F, A.
Who is at the extreme left end?",mcq,"[""C"",""E"",""B"",""A""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 6 people facing North, the left-to-right order is:
E, B, F, C, D, A.
Who is at the extreme right end?",mcq,"[""A"",""B"",""D"",""C""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
D < A < F < C < B < E (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""D"",""B"",""E"",""F""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
C < A < E < B < D < F (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""F"",""C"",""B"",""D""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E are stacked from bottom to top as:
D < E < B < C < A (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""C"",""E"",""A"",""D""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E are stacked from bottom to top as:
E < B < A < D < C (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""A"",""C"",""E"",""B""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
11,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
B < E < F < D < C < A (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""B"",""E"",""D"",""F""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
12,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
F < B < A < D < E < C (left is bottom, right is top).
Which box is on the top?",mcq,"[""A"",""C"",""D"",""E""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
13,"All readers are chefs. Some chefs are scientists.
Which conclusion follows?",mcq,"[""Some readers may be scientists."",""All scientists are readers."",""No readers is scientists."",""Some scientists are readers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
14,"All drivers are pilots. Some pilots are students.
Which conclusion follows?",mcq,"[""Some drivers may be students."",""All students are drivers."",""No drivers is students."",""Some students are drivers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
