id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 6 people facing North, the left-to-right order is:
D, E, A, F, B, C.
Who sits 2 seats to the right of E?",mcq,"[""E"",""F"",""C"",""B""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 6 people facing North, the left-to-right order is:
F, D, C, E, A, B.
Who is at the extreme left end?",mcq,"[""D"",""A"",""F"",""E""]",2,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 6 people facing North, the left-to-right order is:
D, F, C, E, A, B.
Who is at the extreme left end?",mcq,"[""F"",""B"",""D"",""C""]",2,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 6 people facing North, the left-to-right order is:
C, A, F, D, E, B.
Who sits between C and F?",mcq,"[""A"",""F"",""B"",""E""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 8 people facing North, the left-to-right order is:
H, C, D, A, B, E, F, G.
Who is at the extreme left end?",mcq,"[""H"",""D"",""B"",""E""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 8 people facing North, the left-to-right order is:
G, F, D, B, A, H, C, E.
Who is at the extreme left end?",mcq,"[""H"",""A"",""G"",""D""]",2,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E are stacked from bottom to top as:
D < B < A < C < E (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""C"",""A"",""B"",""E""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E are stacked from bottom to top as:
B < D < A < E < C (left is bottom, right is top).
Which box is on the top?",mcq,"[""A"",""E"",""B"",""C""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E are stacked from bottom to top as:
B < A < C < D < E (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""C"",""D"",""B"",""E""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
E < B < F < A < D < C (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""C"",""E"",""D"",""A""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
11,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
C < B < F < D < A < E (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""F"",""E"",""C"",""B""]",3,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
12,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
A < D < B < F < E < C (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""F"",""E"",""A"",""D""]",1,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
13,"All players are scientists. Some scientists are leaders.
Which conclusion follows?",mcq,"[""Some players may be leaders."",""All leaders are players."",""No players is leaders."",""Some leaders are players.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
14,"All readers are teachers. Some teachers are scientists.
Which conclusion follows?",mcq,"[""Some readers may be scientists."",""All scientists are readers."",""No readers is scientists."",""Some scientists are readers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
15,"All players are scientists. Some scientists are poets.
Which conclusion follows?",mcq,"[""Some players may be poets."",""All poets are players."",""No players is poets."",""Some poets are players.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
16,"All engineers are readers. Some readers are singers.
Which conclusion follows?",mcq,"[""Some engineers may be singers."",""All singers are engineers."",""No engineers is singers."",""Some singers are engineers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
17,"All leaders are artists. Some artists are drivers.
Which conclusion follows?",mcq,"[""Some leaders may be drivers."",""All drivers are leaders."",""No leaders is drivers."",""Some drivers are leaders.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
18,"All singers are pilots. Some pilots are dancers.
Which conclusion follows?",mcq,"[""Some singers may be dancers."",""All dancers are singers."",""No singers is dancers."",""Some dancers are singers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
