id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"In a row of 8 people facing North, the left-to-right order is:
F, D, G, C, B, A, H, E.
Who is at the extreme left end?",mcq,"[""F"",""H"",""G"",""E""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
2,"In a row of 6 people facing North, the left-to-right order is:
B, E, C, D, F, A.
Who sits between B and C?",mcq,"[""F"",""E"",""C"",""A""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
3,"In a row of 8 people facing North, the left-to-right order is:
D, H, B, A, E, C, G, F.
Who is at the extreme right end?",mcq,"[""E"",""F"",""B"",""C""]",1,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
4,"In a row of 6 people facing North, the left-to-right order is:
A, F, D, C, E, B.
Who is at the extreme right end?",mcq,"[""E"",""C"",""A"",""B""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
5,"In a row of 8 people facing North, the left-to-right order is:
F, C, A, D, H, E, B, G.
Who sits between F and A?",mcq,"[""G"",""E"",""F"",""C""]",3,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
6,"In a row of 8 people facing North, the left-to-right order is:
E, A, H, B, G, C, F, D.
Who is at the extreme left end?",mcq,"[""E"",""A"",""F"",""B""]",0,Read the fixed order carefully and map the required position.,Seating Arrangements,mixed
7,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
E < A < D < B < F < C (left is bottom, right is top).
Which box is at the bottom?",mcq,"[""A"",""B"",""E"",""F""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
8,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
B < C < E < F < A < D (left is bottom, right is top).
Which box is on the top?",mcq,"[""B"",""F"",""D"",""E""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
9,"Boxes A, B, C, D, E are stacked from bottom to top as:
D < C < A < B < E (left is bottom, right is top).
Which box is on the top?",mcq,"[""E"",""B"",""D"",""C""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
10,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
A < D < B < E < F < C (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""C"",""B"",""F"",""E""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
11,"Boxes A, B, C, D, E are stacked from bottom to top as:
A < E < D < B < C (left is bottom, right is top).
Which box is the 2nd from the top?",mcq,"[""B"",""C"",""E"",""A""]",0,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
12,"Boxes A, B, C, D, E, F are stacked from bottom to top as:
B < C < D < E < A < F (left is bottom, right is top).
Which box is the 2nd from the bottom?",mcq,"[""D"",""A"",""C"",""F""]",2,Trace positions carefully from the declared bottom/top.,Puzzles,mixed
13,"All readers are dancers. Some dancers are artists.
Which conclusion follows?",mcq,"[""Some readers may be artists."",""All artists are readers."",""No readers is artists."",""Some artists are readers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
14,"All dancers are students. Some students are gardeners.
Which conclusion follows?",mcq,"[""Some dancers may be gardeners."",""All gardeners are dancers."",""No dancers is gardeners."",""Some gardeners are dancers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
15,"All players are leaders. Some leaders are students.
Which conclusion follows?",mcq,"[""Some players may be students."",""All students are players."",""No players is students."",""Some students are players.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
16,"All dancers are players. Some players are artists.
Which conclusion follows?",mcq,"[""Some dancers may be artists."",""All artists are dancers."",""No dancers is artists."",""Some artists are dancers.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
17,"All players are chefs. Some chefs are students.
Which conclusion follows?",mcq,"[""Some players may be students."",""All students are players."",""No players is students."",""Some students are players.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
18,"All chefs are artists. Some artists are pilots.
Which conclusion follows?",mcq,"[""Some chefs may be pilots."",""All pilots are chefs."",""No chefs is pilots."",""Some pilots are chefs.""]",0,"From All X⊆Y and Some Y∩Z ≠ ∅, it is possible (may be) that Some X are Z.",Syllogisms,mixed
19,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""CODE"" is written as 27, what is ""MATH"" written as?",mcq,"[""42"",""41"",""44"",""43""]",0,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
20,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""SERIES"" is written as 75, what is ""CODE"" written as?",mcq,"[""29"",""28"",""27"",""26""]",2,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
21,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""SERIES"" is written as 75, what is ""DOG"" written as?",mcq,"[""28"",""26"",""27"",""25""]",1,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
22,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""ARRAY"" is written as 63, what is ""LOGIC"" written as?",mcq,"[""48"",""47"",""46"",""45""]",2,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
23,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""QUIZ"" is written as 73, what is ""QUEUE"" written as?",mcq,"[""70"",""68"",""69"",""71""]",2,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
24,"In a certain code, the value of a word is the sum of its letter positions (A=1, B=2, ...).
If ""PUZZLE"" is written as 106, what is ""DOG"" written as?",mcq,"[""27"",""25"",""26"",""28""]",2,Add alphabet positions of letters in the word.,Coding–Decoding,mixed
