id,text,type,options_json,correct_index,explanation,topic,difficulty
1,Find LCM of 11 and 24.,mcq,"[""263"",""266"",""262"",""264""]",3,,Number System,mixed
2,Find LCM of 22 and 13.,mcq,"[""285"",""288"",""285"",""286""]",3,,Number System,mixed
3,40 is what percent of 115?,mcq,"[""287.5"",""29.78"",""39.78"",""34.78""]",3,,Percentages,mixed
4,76 is what percent of 175?,mcq,"[""38.43"",""48.43"",""43.43"",""230.26""]",2,,Percentages,mixed
5,"Cost price = ₹744, Profit = 12%. Find selling price.",mcq,"[""823.28"",""843.28"",""833.28"",""654.72""]",2,,Profit & Loss,mixed
6,"Cost price = ₹729, Profit = 30%. Find selling price.",mcq,"[""957.7"",""937.7"",""510.3"",""947.7""]",3,,Profit & Loss,mixed
7,"Find average of 33, 36, 13, 29.",mcq,"[""27.33"",""27.75"",""26.75"",""28.75""]",1,,Average,mixed
8,"Find average of 21, 20, 13, 48.",mcq,"[""26.5"",""18"",""25.5"",""24.5""]",2,,Average,mixed
9,Divide ₹106 in the ratio 4:6. Share of first person?,mcq,"[""106"",""63.6"",""53"",""42.4""]",3,,Ratio & Proportion,mixed
10,Divide ₹366 in the ratio 6:4. Share of first person?,mcq,"[""219.6"",""146.4"",""183"",""366""]",0,,Ratio & Proportion,mixed
11,Equal volumes of 24% and 60% salt solutions are mixed. Final concentration?,mcq,"[""47"",""42"",""60"",""24""]",1,Weighted average of equal volumes is mean.,Mixtures,mixed
12,Equal volumes of 27% and 69% salt solutions are mixed. Final concentration?,mcq,"[""69"",""53"",""27"",""48""]",3,Weighted average of equal volumes is mean.,Mixtures,mixed
13,"A can finish in 8 days, B in 10 days. In how many days together?",mcq,"[""8"",""18"",""10"",""4.44""]",3,1/T=1/a+1/b,Time & Work,mixed
14,"A can finish in 9 days, B in 9 days. In how many days together?",mcq,"[""4.5"",""9"",""9"",""18""]",0,1/T=1/a+1/b,Time & Work,mixed
15,A car at 54 km/h for 2 h covers how many km?,mcq,"[""56"",""108"",""118"",""98""]",1,,Speed–Distance–Time,mixed
16,A car at 61 km/h for 6 h covers how many km?,mcq,"[""376"",""67"",""366"",""356""]",2,,Speed–Distance–Time,mixed
17,Two pipes fill a tank in 12 min and 14 min. Together time? (min),mcq,"[""6.46"",""168"",""14"",""26""]",0,Same as Work.,Pipes & Cisterns,mixed
18,Two pipes fill a tank in 12 min and 10 min. Together time? (min),mcq,"[""22"",""12"",""120"",""5.45""]",3,Same as Work.,Pipes & Cisterns,mixed
19,Solve: 2x + 15 = 48. Find x.,mcq,"[""15.5"",""17.5"",""16.5"",""31.5""]",2,,Algebra,mixed
20,Solve: 8x + 12 = 35. Find x.,mcq,"[""2.88"",""5.875"",""3.88"",""1.88""]",0,,Algebra,mixed
21,"In a triangle, two angles are 50° and 64°. Find the third angle.",mcq,"[""116"",""90"",""66"",""130""]",2,,Geometry,mixed
22,"In a triangle, two angles are 61° and 67°. Find the third angle.",mcq,"[""52"",""90"",""119"",""113""]",0,,Geometry,mixed
23,"At 45° elevation, a tower is seen from 16 m away. Height of tower?",mcq,"[""21"",""16"",""32"",""8""]",1,tan45°=1 → h=d,Height & Distance,mixed
24,"At 45° elevation, a tower is seen from 23 m away. Height of tower?",mcq,"[""23"",""28"",""46"",""12""]",0,tan45°=1 → h=d,Height & Distance,mixed
25,"Area of circle (r=12 cm), use π=22/7.",mcq,"[""475"",""75"",""905"",""453""]",3,,Mensuration,mixed
26,"Area of circle (r=8 cm), use π=22/7.",mcq,"[""223"",""50"",""402"",""201""]",3,,Mensuration,mixed
27,"Distance between (0,5) and (6,13).",mcq,"[""14"",""10"",""8"",""6""]",1,,Co-ordinate Geometry,mixed
28,"Distance between (4,4) and (9,12).",mcq,"[""9.43"",""13"",""5"",""8""]",0,,Co-ordinate Geometry,mixed
29,How many combinations: 8C3?,mcq,"[""59"",""28"",""56"",""336""]",2,,Permutations & Combinations,mixed
30,How many combinations: 5C3?,mcq,"[""60"",""13"",""10"",""10""]",2,,Permutations & Combinations,mixed
31,A fair die is rolled. Probability of a prime number?,mcq,"[""1/3"",""1/2"",""2/3"",""1/6""]",1,,Probability,mixed
32,A fair die is rolled. Probability of a prime number?,mcq,"[""2/3"",""1/2"",""1/6"",""1/3""]",1,,Probability,mixed
33,Simple Interest on ₹1472 at 8% p.a. for 2 years?,mcq,"[""186"",""245"",""236"",""336""]",2,,Simple & Compound Interest,mixed
34,Simple Interest on ₹1610 at 6% p.a. for 2 years?,mcq,"[""293"",""193"",""143"",""199""]",1,,Simple & Compound Interest,mixed
35,Sum of ages = 52. Ratio 4:4. Elder's age?,mcq,"[""26"",""26"",""24"",""28""]",0,,Ages,mixed
36,Sum of ages = 45. Ratio 2:3. Elder's age?,mcq,"[""20"",""16"",""27"",""18""]",3,,Ages,mixed
37,Evaluate: log₁₀(10^2).,mcq,"[""2"",""0"",""3"",""1""]",0,,Logs,mixed
38,Evaluate: log₁₀(10^4).,mcq,"[""4"",""3"",""0"",""5""]",0,,Logs,mixed
39,"In a class, 31 like Maths, 32 like Science, 11 like both. How many like at least one?",mcq,"[""-1"",""63"",""52"",""11""]",2,n(A∪B)=A+B−both,Sets,mixed
40,"In a class, 38 like Maths, 15 like Science, 8 like both. How many like at least one?",mcq,"[""23"",""8"",""45"",""53""]",2,n(A∪B)=A+B−both,Sets,mixed
41,A fair die is rolled. Probability of a prime number?,mcq,"[""1/2"",""2/3"",""1/6"",""1/3""]",0,,Probability,mixed
42,"Area of circle (r=13 cm), use π=22/7.",mcq,"[""1062"",""553"",""531"",""82""]",2,,Mensuration,mixed
43,Sum of ages = 35. Ratio 3:4. Elder's age?,mcq,"[""20"",""17"",""15"",""13""]",2,,Ages,mixed
44,"Distance between (0,1) and (5,8).",mcq,"[""12"",""8.6"",""7"",""5""]",1,,Co-ordinate Geometry,mixed
