id,text,type,options_json,correct_index,explanation,topic,difficulty
1,Find LCM of 9 and 23.,mcq,"[""207"",""209"",""207"",""206""]",0,,Number System,mixed
2,Find LCM of 23 and 19.,mcq,"[""437"",""436"",""435"",""439""]",0,,Number System,mixed
3,44 is what percent of 94?,mcq,"[""41.81"",""51.81"",""46.81"",""213.64""]",2,,Percentages,mixed
4,88 is what percent of 167?,mcq,"[""47.69"",""52.69"",""57.69"",""189.77""]",1,,Percentages,mixed
5,"Cost price = ₹823, Profit = 31%. Find selling price.",mcq,"[""1088.13"",""1078.13"",""1068.13"",""567.87""]",1,,Profit & Loss,mixed
6,"Cost price = ₹323, Profit = 11%. Find selling price.",mcq,"[""368.53"",""287.47"",""358.53"",""348.53""]",2,,Profit & Loss,mixed
7,"Find average of 32, 31, 40, 29.",mcq,"[""34"",""33"",""34.33"",""32""]",1,,Average,mixed
8,"Find average of 47, 20, 44, 49.",mcq,"[""37"",""39"",""41"",""40""]",3,,Average,mixed
9,Divide ₹222 in the ratio 3:8. Share of first person?,mcq,"[""161.45"",""111"",""60.55"",""222""]",2,,Ratio & Proportion,mixed
10,Divide ₹192 in the ratio 6:2. Share of first person?,mcq,"[""144"",""192"",""48"",""96""]",0,,Ratio & Proportion,mixed
11,Equal volumes of 17% and 68% salt solutions are mixed. Final concentration?,mcq,"[""68"",""17"",""42.5"",""47.5""]",2,Weighted average of equal volumes is mean.,Mixtures,mixed
12,Equal volumes of 13% and 69% salt solutions are mixed. Final concentration?,mcq,"[""69"",""41"",""13"",""46""]",1,Weighted average of equal volumes is mean.,Mixtures,mixed
13,"A can finish in 12 days, B in 11 days. In how many days together?",mcq,"[""5.74"",""23"",""12"",""11""]",0,1/T=1/a+1/b,Time & Work,mixed
14,"A can finish in 6 days, B in 11 days. In how many days together?",mcq,"[""17"",""6"",""11"",""3.88""]",3,1/T=1/a+1/b,Time & Work,mixed
15,A car at 36 km/h for 3 h covers how many km?,mcq,"[""108"",""39"",""98"",""118""]",0,,Speed–Distance–Time,mixed
16,A car at 58 km/h for 4 h covers how many km?,mcq,"[""242"",""232"",""62"",""222""]",1,,Speed–Distance–Time,mixed
17,Two pipes fill a tank in 11 min and 14 min. Together time? (min),mcq,"[""14"",""154"",""6.16"",""25""]",2,Same as Work.,Pipes & Cisterns,mixed
