id,text,type,options_json,correct_index,explanation,topic,difficulty
1,Find LCM of 13 and 15.,mcq,"[""194"",""197"",""195"",""194""]",2,,Number System,mixed
2,Find LCM of 12 and 17.,mcq,"[""204"",""203"",""206"",""204""]",0,,Number System,mixed
3,71 is what percent of 105?,mcq,"[""62.62"",""67.62"",""147.89"",""72.62""]",1,,Percentages,mixed
4,75 is what percent of 168?,mcq,"[""39.64"",""49.64"",""44.64"",""224""]",2,,Percentages,mixed
5,"Cost price = ₹181, Profit = 25%. Find selling price.",mcq,"[""236.25"",""216.25"",""226.25"",""135.75""]",2,,Profit & Loss,mixed
6,"Cost price = ₹156, Profit = 15%. Find selling price.",mcq,"[""189.4"",""179.4"",""132.6"",""169.4""]",1,,Profit & Loss,mixed
7,"Find average of 11, 25, 47, 26.",mcq,"[""27.67"",""26.25"",""28.25"",""27.25""]",3,,Average,mixed
8,"Find average of 46, 33, 10, 37.",mcq,"[""31.5"",""30.5"",""32.5"",""29.67""]",0,,Average,mixed
9,Divide ₹250 in the ratio 2:6. Share of first person?,mcq,"[""250"",""125"",""187.5"",""62.5""]",3,,Ratio & Proportion,mixed
10,Divide ₹301 in the ratio 5:9. Share of first person?,mcq,"[""193.5"",""107.5"",""150.5"",""301""]",1,,Ratio & Proportion,mixed
11,Equal volumes of 23% and 57% salt solutions are mixed. Final concentration?,mcq,"[""45"",""57"",""40"",""23""]",2,Weighted average of equal volumes is mean.,Mixtures,mixed
12,Equal volumes of 17% and 46% salt solutions are mixed. Final concentration?,mcq,"[""17"",""36.5"",""31.5"",""46""]",2,Weighted average of equal volumes is mean.,Mixtures,mixed
13,"A can finish in 7 days, B in 13 days. In how many days together?",mcq,"[""13"",""20"",""7"",""4.55""]",3,1/T=1/a+1/b,Time & Work,mixed
14,"A can finish in 11 days, B in 14 days. In how many days together?",mcq,"[""14"",""25"",""11"",""6.16""]",3,1/T=1/a+1/b,Time & Work,mixed
15,A car at 63 km/h for 5 h covers how many km?,mcq,"[""68"",""305"",""315"",""325""]",2,,Speed–Distance–Time,mixed
16,A car at 46 km/h for 3 h covers how many km?,mcq,"[""148"",""49"",""138"",""128""]",2,,Speed–Distance–Time,mixed
17,Two pipes fill a tank in 7 min and 8 min. Together time? (min),mcq,"[""56"",""15"",""8"",""3.73""]",3,Same as Work.,Pipes & Cisterns,mixed
18,Two pipes fill a tank in 10 min and 15 min. Together time? (min),mcq,"[""6"",""25"",""15"",""150""]",0,Same as Work.,Pipes & Cisterns,mixed
19,Solve: 4x + 3 = 33. Find x.,mcq,"[""7.5"",""6.5"",""8.5"",""9""]",0,,Algebra,mixed
20,Solve: 5x + 13 = 40. Find x.,mcq,"[""6.4"",""4.4"",""10.6"",""5.4""]",3,,Algebra,mixed
21,"In a triangle, two angles are 56° and 38°. Find the third angle.",mcq,"[""86"",""142"",""90"",""124""]",0,,Geometry,mixed
22,"In a triangle, two angles are 33° and 46°. Find the third angle.",mcq,"[""147"",""90"",""134"",""101""]",3,,Geometry,mixed
23,"At 45° elevation, a tower is seen from 15 m away. Height of tower?",mcq,"[""15"",""30"",""8"",""20""]",0,tan45°=1 → h=d,Height & Distance,mixed
24,"At 45° elevation, a tower is seen from 45 m away. Height of tower?",mcq,"[""23"",""90"",""45"",""50""]",2,tan45°=1 → h=d,Height & Distance,mixed
25,"Area of circle (r=12 cm), use π=22/7.",mcq,"[""75"",""475"",""905"",""453""]",3,,Mensuration,mixed
26,"Area of circle (r=10 cm), use π=22/7.",mcq,"[""63"",""336"",""314"",""629""]",2,,Mensuration,mixed
27,"Distance between (2,1) and (7,5).",mcq,"[""4"",""5"",""6.4"",""9""]",2,,Co-ordinate Geometry,mixed
28,"Distance between (3,0) and (6,5).",mcq,"[""5.83"",""5"",""3"",""8""]",0,,Co-ordinate Geometry,mixed
29,How many combinations: 7C4?,mcq,"[""35"",""38"",""35"",""840""]",0,,Permutations & Combinations,mixed
30,How many combinations: 9C4?,mcq,"[""84"",""3024"",""126"",""129""]",2,,Permutations & Combinations,mixed
31,A fair die is rolled. Probability of a prime number?,mcq,"[""1/3"",""1/2"",""2/3"",""1/6""]",1,,Probability,mixed
32,A fair die is rolled. Probability of a prime number?,mcq,"[""2/3"",""1/6"",""1/3"",""1/2""]",3,,Probability,mixed
33,Simple Interest on ₹1274 at 5% p.a. for 2 years?,mcq,"[""127"",""131"",""227"",""77""]",0,,Simple & Compound Interest,mixed
34,Simple Interest on ₹4455 at 9% p.a. for 2 years?,mcq,"[""838"",""902"",""752"",""802""]",3,,Simple & Compound Interest,mixed
35,Sum of ages = 50. Ratio 5:4. Elder's age?,mcq,"[""26"",""28"",""22"",""30""]",1,,Ages,mixed
36,Sum of ages = 30. Ratio 2:3. Elder's age?,mcq,"[""14"",""18"",""10"",""12""]",3,,Ages,mixed
37,Evaluate: log₁₀(10^2).,mcq,"[""1"",""2"",""0"",""3""]",1,,Logs,mixed
38,Evaluate: log₁₀(10^4).,mcq,"[""3"",""0"",""4"",""5""]",2,,Logs,mixed
39,"In a class, 30 like Maths, 20 like Science, 5 like both. How many like at least one?",mcq,"[""50"",""5"",""45"",""10""]",2,n(A∪B)=A+B−both,Sets,mixed
40,"In a class, 21 like Maths, 19 like Science, 6 like both. How many like at least one?",mcq,"[""34"",""40"",""2"",""6""]",0,n(A∪B)=A+B−both,Sets,mixed
41,Two pipes fill a tank in 11 min and 8 min. Together time? (min),mcq,"[""4.63"",""19"",""11"",""88""]",0,Same as Work.,Pipes & Cisterns,mixed
42,48 is what percent of 165?,mcq,"[""343.75"",""34.09"",""24.09"",""29.09""]",3,,Percentages,mixed
43,Solve: 5x + 11 = 13. Find x.,mcq,"[""4.8"",""0.4"",""-0.6"",""1.4""]",1,,Algebra,mixed
44,Solve: 5x + 11 = 17. Find x.,mcq,"[""0.19999999999999996"",""1.2"",""2.2"",""5.6""]",1,,Algebra,mixed
45,"Cost price = ₹147, Profit = 32%. Find selling price.",mcq,"[""99.96"",""204.04"",""194.04"",""184.04""]",2,,Profit & Loss,mixed
46,"In a triangle, two angles are 69° and 40°. Find the third angle.",mcq,"[""111"",""90"",""71"",""140""]",2,,Geometry,mixed
47,"Cost price = ₹350, Profit = 33%. Find selling price.",mcq,"[""234.5"",""465.5"",""455.5"",""475.5""]",1,,Profit & Loss,mixed
48,Equal volumes of 23% and 48% salt solutions are mixed. Final concentration?,mcq,"[""40.5"",""35.5"",""23"",""48""]",1,Weighted average of equal volumes is mean.,Mixtures,mixed
49,Simple Interest on ₹1355 at 7% p.a. for 2 years?,mcq,"[""140"",""290"",""190"",""196""]",2,,Simple & Compound Interest,mixed
50,"Cost price = ₹168, Profit = 32%. Find selling price.",mcq,"[""114.24"",""211.76"",""231.76"",""221.76""]",3,,Profit & Loss,mixed
