id,text,type,options_json,correct_index,explanation,topic,difficulty
1,Find LCM of 8 and 13.,mcq,"[""104"",""106"",""103"",""102""]",0,,Number System,mixed
2,Find LCM of 13 and 8.,mcq,"[""103"",""104"",""106"",""103""]",1,,Number System,mixed
3,43 is what percent of 92?,mcq,"[""213.95"",""51.74"",""41.74"",""46.74""]",3,,Percentages,mixed
4,58 is what percent of 112?,mcq,"[""46.79"",""193.1"",""56.79"",""51.79""]",3,,Percentages,mixed
5,"Cost price = ₹582, Profit = 24%. Find selling price.",mcq,"[""731.68"",""442.32"",""711.68"",""721.68""]",3,,Profit & Loss,mixed
6,"Cost price = ₹211, Profit = 7%. Find selling price.",mcq,"[""225.77"",""235.77"",""196.23"",""215.77""]",0,,Profit & Loss,mixed
7,"Find average of 36, 36, 20, 40.",mcq,"[""34"",""30.67"",""32"",""33""]",3,,Average,mixed
8,"Find average of 41, 10, 36, 37.",mcq,"[""30"",""32"",""31"",""29""]",2,,Average,mixed
9,Divide ₹376 in the ratio 9:5. Share of first person?,mcq,"[""241.71"",""376"",""134.29"",""188""]",0,,Ratio & Proportion,mixed
10,Divide ₹152 in the ratio 8:6. Share of first person?,mcq,"[""76"",""86.86"",""65.14"",""152""]",1,,Ratio & Proportion,mixed
11,Equal volumes of 13% and 70% salt solutions are mixed. Final concentration?,mcq,"[""46.5"",""41.5"",""13"",""70""]",1,Weighted average of equal volumes is mean.,Mixtures,mixed
12,Equal volumes of 10% and 44% salt solutions are mixed. Final concentration?,mcq,"[""32"",""27"",""44"",""10""]",1,Weighted average of equal volumes is mean.,Mixtures,mixed
13,"A can finish in 7 days, B in 15 days. In how many days together?",mcq,"[""4.77"",""7"",""22"",""15""]",0,1/T=1/a+1/b,Time & Work,mixed
14,"A can finish in 9 days, B in 8 days. In how many days together?",mcq,"[""17"",""9"",""4.24"",""8""]",2,1/T=1/a+1/b,Time & Work,mixed
15,A car at 64 km/h for 4 h covers how many km?,mcq,"[""256"",""266"",""246"",""68""]",0,,Speed–Distance–Time,mixed
16,A car at 66 km/h for 5 h covers how many km?,mcq,"[""340"",""71"",""330"",""320""]",2,,Speed–Distance–Time,mixed
17,Two pipes fill a tank in 12 min and 11 min. Together time? (min),mcq,"[""132"",""5.74"",""23"",""12""]",1,Same as Work.,Pipes & Cisterns,mixed
18,Two pipes fill a tank in 10 min and 13 min. Together time? (min),mcq,"[""23"",""13"",""130"",""5.65""]",3,Same as Work.,Pipes & Cisterns,mixed
19,Solve: 6x + 5 = 28. Find x.,mcq,"[""4.83"",""2.83"",""5.5"",""3.83""]",3,,Algebra,mixed
20,Solve: 7x + 5 = 43. Find x.,mcq,"[""6.43"",""5.43"",""4.43"",""6.857142857142857""]",1,,Algebra,mixed
21,"In a triangle, two angles are 65° and 58°. Find the third angle.",mcq,"[""90"",""122"",""57"",""115""]",2,,Geometry,mixed
22,"In a triangle, two angles are 67° and 69°. Find the third angle.",mcq,"[""111"",""44"",""113"",""90""]",1,,Geometry,mixed
23,"At 45° elevation, a tower is seen from 14 m away. Height of tower?",mcq,"[""14"",""28"",""19"",""7""]",0,tan45°=1 → h=d,Height & Distance,mixed
24,"At 45° elevation, a tower is seen from 14 m away. Height of tower?",mcq,"[""7"",""28"",""19"",""14""]",3,tan45°=1 → h=d,Height & Distance,mixed
25,"Area of circle (r=9 cm), use π=22/7.",mcq,"[""509"",""255"",""277"",""57""]",1,,Mensuration,mixed
26,"Area of circle (r=10 cm), use π=22/7.",mcq,"[""336"",""314"",""63"",""629""]",1,,Mensuration,mixed
27,"Distance between (3,3) and (8,10).",mcq,"[""8.6"",""12"",""5"",""7""]",0,,Co-ordinate Geometry,mixed
28,"Distance between (4,1) and (7,9).",mcq,"[""3"",""11"",""8"",""8.54""]",3,,Co-ordinate Geometry,mixed
29,How many combinations: 5C3?,mcq,"[""10"",""13"",""60"",""10""]",0,,Permutations & Combinations,mixed
30,How many combinations: 5C4?,mcq,"[""8"",""10"",""5"",""120""]",2,,Permutations & Combinations,mixed
31,A fair die is rolled. Probability of a prime number?,mcq,"[""1/3"",""1/2"",""1/6"",""2/3""]",1,,Probability,mixed
32,A fair die is rolled. Probability of a prime number?,mcq,"[""2/3"",""1/2"",""1/3"",""1/6""]",1,,Probability,mixed
33,Simple Interest on ₹4218 at 7% p.a. for 2 years?,mcq,"[""591"",""691"",""611"",""541""]",0,,Simple & Compound Interest,mixed
34,Simple Interest on ₹4344 at 12% p.a. for 2 years?,mcq,"[""1105"",""1043"",""993"",""1143""]",1,,Simple & Compound Interest,mixed
