id,text,type,options_json,correct_index,explanation,topic,difficulty
1,Find LCM of 15 and 8.,mcq,"[""119"",""122"",""120"",""120""]",2,,Number System,mixed
2,Find LCM of 20 and 21.,mcq,"[""422"",""418"",""419"",""420""]",3,,Number System,mixed
3,74 is what percent of 113?,mcq,"[""60.49"",""65.49"",""152.7"",""70.49""]",1,,Percentages,mixed
4,53 is what percent of 167?,mcq,"[""31.74"",""36.74"",""26.74"",""315.09""]",0,,Percentages,mixed
5,"Cost price = ₹183, Profit = 13%. Find selling price.",mcq,"[""206.79"",""216.79"",""196.79"",""159.21""]",0,,Profit & Loss,mixed
6,"Cost price = ₹485, Profit = 6%. Find selling price.",mcq,"[""504.1"",""455.9"",""514.1"",""524.1""]",2,,Profit & Loss,mixed
7,"Find average of 18, 27, 40, 19.",mcq,"[""26"",""27"",""28.33"",""25""]",0,,Average,mixed
8,"Find average of 33, 17, 17, 46.",mcq,"[""28.25"",""27.25"",""29.25"",""22.33""]",0,,Average,mixed
9,Divide ₹191 in the ratio 3:8. Share of first person?,mcq,"[""138.91"",""95.5"",""191"",""52.09""]",3,,Ratio & Proportion,mixed
10,Divide ₹215 in the ratio 9:7. Share of first person?,mcq,"[""215"",""120.94"",""107.5"",""94.06""]",1,,Ratio & Proportion,mixed
11,Equal volumes of 17% and 53% salt solutions are mixed. Final concentration?,mcq,"[""35"",""53"",""40"",""17""]",0,Weighted average of equal volumes is mean.,Mixtures,mixed
12,Equal volumes of 21% and 48% salt solutions are mixed. Final concentration?,mcq,"[""48"",""34.5"",""21"",""39.5""]",1,Weighted average of equal volumes is mean.,Mixtures,mixed
13,"A can finish in 7 days, B in 11 days. In how many days together?",mcq,"[""7"",""4.28"",""11"",""18""]",1,1/T=1/a+1/b,Time & Work,mixed
14,"A can finish in 6 days, B in 9 days. In how many days together?",mcq,"[""3.6"",""9"",""15"",""6""]",0,1/T=1/a+1/b,Time & Work,mixed
15,A car at 75 km/h for 2 h covers how many km?,mcq,"[""150"",""160"",""77"",""140""]",0,,Speed–Distance–Time,mixed
16,A car at 59 km/h for 6 h covers how many km?,mcq,"[""354"",""364"",""344"",""65""]",0,,Speed–Distance–Time,mixed
17,Two pipes fill a tank in 12 min and 11 min. Together time? (min),mcq,"[""132"",""12"",""5.74"",""23""]",2,Same as Work.,Pipes & Cisterns,mixed
18,Two pipes fill a tank in 10 min and 13 min. Together time? (min),mcq,"[""130"",""23"",""13"",""5.65""]",3,Same as Work.,Pipes & Cisterns,mixed
