id,text,type,options_json,correct_index,explanation,topic,difficulty
1,Find LCM of 13 and 15.,mcq,"[""195"",""194"",""197"",""194""]",0,,Number System,mixed
2,Find LCM of 24 and 6.,mcq,"[""23"",""26"",""24"",""24""]",2,,Number System,mixed
3,35 is what percent of 141?,mcq,"[""19.82"",""402.86"",""29.82"",""24.82""]",3,,Percentages,mixed
4,79 is what percent of 66?,mcq,"[""119.7"",""114.7"",""83.54"",""124.7""]",0,,Percentages,mixed
5,"Cost price = ₹242, Profit = 6%. Find selling price.",mcq,"[""266.52"",""256.52"",""227.48"",""246.51999999999998""]",1,,Profit & Loss,mixed
6,"Cost price = ₹445, Profit = 9%. Find selling price.",mcq,"[""404.95"",""485.05"",""475.05"",""495.05""]",1,,Profit & Loss,mixed
7,"Find average of 21, 36, 15, 25.",mcq,"[""24.25"",""25.25"",""24"",""23.25""]",0,,Average,mixed
8,"Find average of 42, 39, 36, 34.",mcq,"[""38.75"",""37.75"",""36.75"",""39""]",1,,Average,mixed
9,Divide ₹315 in the ratio 5:2. Share of first person?,mcq,"[""315"",""157.5"",""90"",""225""]",3,,Ratio & Proportion,mixed
10,Divide ₹246 in the ratio 4:3. Share of first person?,mcq,"[""123"",""140.57"",""105.43"",""246""]",1,,Ratio & Proportion,mixed
11,Equal volumes of 16% and 66% salt solutions are mixed. Final concentration?,mcq,"[""16"",""41"",""46"",""66""]",1,Weighted average of equal volumes is mean.,Mixtures,mixed
12,Equal volumes of 10% and 65% salt solutions are mixed. Final concentration?,mcq,"[""65"",""10"",""37.5"",""42.5""]",2,Weighted average of equal volumes is mean.,Mixtures,mixed
13,"A can finish in 11 days, B in 8 days. In how many days together?",mcq,"[""4.63"",""8"",""19"",""11""]",0,1/T=1/a+1/b,Time & Work,mixed
14,"A can finish in 12 days, B in 13 days. In how many days together?",mcq,"[""6.24"",""12"",""25"",""13""]",0,1/T=1/a+1/b,Time & Work,mixed
15,A car at 69 km/h for 4 h covers how many km?,mcq,"[""73"",""266"",""286"",""276""]",3,,Speed–Distance–Time,mixed
16,A car at 53 km/h for 2 h covers how many km?,mcq,"[""96"",""116"",""106"",""55""]",2,,Speed–Distance–Time,mixed
17,Two pipes fill a tank in 11 min and 10 min. Together time? (min),mcq,"[""21"",""11"",""110"",""5.24""]",3,Same as Work.,Pipes & Cisterns,mixed
18,Two pipes fill a tank in 9 min and 15 min. Together time? (min),mcq,"[""15"",""135"",""5.63"",""24""]",2,Same as Work.,Pipes & Cisterns,mixed
19,Solve: 9x + 9 = 40. Find x.,mcq,"[""2.44"",""4.4399999999999995"",""3.44"",""5.444444444444445""]",2,,Algebra,mixed
20,Solve: 4x + 13 = 10. Find x.,mcq,"[""-0.75"",""-1.75"",""5.75"",""0.25""]",0,,Algebra,mixed
21,"In a triangle, two angles are 42° and 69°. Find the third angle.",mcq,"[""138"",""111"",""90"",""69""]",3,,Geometry,mixed
22,"In a triangle, two angles are 61° and 52°. Find the third angle.",mcq,"[""90"",""67"",""128"",""119""]",1,,Geometry,mixed
23,"At 45° elevation, a tower is seen from 10 m away. Height of tower?",mcq,"[""20"",""5"",""15"",""10""]",3,tan45°=1 → h=d,Height & Distance,mixed
24,"At 45° elevation, a tower is seen from 50 m away. Height of tower?",mcq,"[""50"",""100"",""55"",""25""]",0,tan45°=1 → h=d,Height & Distance,mixed
25,"Area of circle (r=9 cm), use π=22/7.",mcq,"[""57"",""509"",""277"",""255""]",3,,Mensuration,mixed
26,"Area of circle (r=12 cm), use π=22/7.",mcq,"[""475"",""75"",""453"",""905""]",2,,Mensuration,mixed
27,"Distance between (0,4) and (6,8).",mcq,"[""7.21"",""10"",""6"",""4""]",0,,Co-ordinate Geometry,mixed
28,"Distance between (5,1) and (11,5).",mcq,"[""7.21"",""4"",""6"",""10""]",0,,Co-ordinate Geometry,mixed
29,How many combinations: 6C2?,mcq,"[""15"",""18"",""6"",""30""]",0,,Permutations & Combinations,mixed
30,How many combinations: 7C2?,mcq,"[""21"",""42"",""7"",""24""]",0,,Permutations & Combinations,mixed
31,A fair die is rolled. Probability of a prime number?,mcq,"[""1/3"",""1/6"",""1/2"",""2/3""]",2,,Probability,mixed
32,A fair die is rolled. Probability of a prime number?,mcq,"[""1/3"",""2/3"",""1/2"",""1/6""]",2,,Probability,mixed
33,Simple Interest on ₹3861 at 8% p.a. for 2 years?,mcq,"[""718"",""568"",""618"",""642""]",2,,Simple & Compound Interest,mixed
34,Simple Interest on ₹3590 at 5% p.a. for 2 years?,mcq,"[""368"",""359"",""309"",""459""]",1,,Simple & Compound Interest,mixed
35,Sum of ages = 58. Ratio 4:2. Elder's age?,mcq,"[""39"",""41"",""19"",""37""]",0,,Ages,mixed
36,Sum of ages = 32. Ratio 5:5. Elder's age?,mcq,"[""16"",""16"",""18"",""14""]",0,,Ages,mixed
37,Evaluate: log₁₀(10^1).,mcq,"[""0"",""0"",""1"",""2""]",2,,Logs,mixed
38,Evaluate: log₁₀(10^1).,mcq,"[""0"",""2"",""1"",""0""]",2,,Logs,mixed
39,"In a class, 33 like Maths, 15 like Science, 6 like both. How many like at least one?",mcq,"[""6"",""18"",""42"",""48""]",2,n(A∪B)=A+B−both,Sets,mixed
40,"In a class, 23 like Maths, 22 like Science, 14 like both. How many like at least one?",mcq,"[""14"",""1"",""31"",""45""]",2,n(A∪B)=A+B−both,Sets,mixed
41,Two pipes fill a tank in 6 min and 15 min. Together time? (min),mcq,"[""15"",""4.29"",""21"",""90""]",1,Same as Work.,Pipes & Cisterns,mixed
42,"Find average of 50, 37, 17, 29.",mcq,"[""34.25"",""34.67"",""33.25"",""32.25""]",2,,Average,mixed
43,Two pipes fill a tank in 12 min and 9 min. Together time? (min),mcq,"[""12"",""108"",""21"",""5.14""]",3,Same as Work.,Pipes & Cisterns,mixed
44,Find LCM of 22 and 9.,mcq,"[""197"",""200"",""197"",""198""]",3,,Number System,mixed
45,Equal volumes of 30% and 50% salt solutions are mixed. Final concentration?,mcq,"[""30"",""40"",""50"",""45""]",1,Weighted average of equal volumes is mean.,Mixtures,mixed
46,Divide ₹121 in the ratio 8:9. Share of first person?,mcq,"[""64.06"",""56.94"",""121"",""60.5""]",1,,Ratio & Proportion,mixed
47,"At 45° elevation, a tower is seen from 34 m away. Height of tower?",mcq,"[""68"",""39"",""17"",""34""]",3,tan45°=1 → h=d,Height & Distance,mixed
48,Equal volumes of 15% and 58% salt solutions are mixed. Final concentration?,mcq,"[""58"",""41.5"",""36.5"",""15""]",2,Weighted average of equal volumes is mean.,Mixtures,mixed
49,"Find average of 50, 45, 41, 10.",mcq,"[""36.5"",""45.33"",""35.5"",""37.5""]",0,,Average,mixed
50,Evaluate: log₁₀(10^4).,mcq,"[""5"",""0"",""3"",""4""]",3,,Logs,mixed
