id,topic_slug,type,text,options_json,correct_index,answer,explanation,difficulty,marks,negative_marks,tags
1,rc,mcq,"Passage:
A small library launched a 'take-a-book, leave-a-book' shelf. Over time, readers curated the shelf with diverse titles, and the habit built a friendly ritual around sharing stories.

Q: The shelf policy was:","[""Paid borrowing"",""Members-only"",""Take & leave"",""No returns""]",2,Take & leave,Answer follows directly from the passage.,mixed,1,0,
2,rc,mcq,"Passage:
A small library launched a 'take-a-book, leave-a-book' shelf. Over time, readers curated the shelf with diverse titles, and the habit built a friendly ritual around sharing stories.

Q: Result of the initiative?","[""Less diversity"",""Fewer visits"",""Hostile debates"",""Friendly ritual""]",3,Friendly ritual,Answer follows directly from the passage.,mixed,1,0,
3,rc,mcq,"Passage:
A small library launched a 'take-a-book, leave-a-book' shelf. Over time, readers curated the shelf with diverse titles, and the habit built a friendly ritual around sharing stories.

Q: Who curated the shelf?","[""Publishers"",""Librarians only"",""Readers"",""Sponsors""]",2,Readers,Answer follows directly from the passage.,mixed,1,0,
4,rc,mcq,"Passage:
An urban farm turned unused rooftops into vegetable patches. Volunteers learned soil care and irrigation, and nearby schools used the site for hands-on lessons about food systems.

Q: What did rooftops become?","[""Solar fields"",""Vegetable patches"",""Playgrounds"",""Parking""]",1,Vegetable patches,Answer follows directly from the passage.,mixed,1,0,
5,rc,mcq,"Passage:
An urban farm turned unused rooftops into vegetable patches. Volunteers learned soil care and irrigation, and nearby schools used the site for hands-on lessons about food systems.

Q: Who learned soil care?","[""Tourists"",""Volunteers"",""Vendors"",""Police""]",1,Volunteers,Answer follows directly from the passage.,mixed,1,0,
6,rc,mcq,"Passage:
An urban farm turned unused rooftops into vegetable patches. Volunteers learned soil care and irrigation, and nearby schools used the site for hands-on lessons about food systems.

Q: Schools used the site for:","[""Sports"",""Food-system lessons"",""Parking"",""Cafeterias""]",1,Food-system lessons,Answer follows directly from the passage.,mixed,1,0,
7,cloze-test,mcq,"Cloze Passage:
When teams {1} goals early, they {2} momentum. Regular check-ins {3} issues quickly, {4} delays. Clear roles {5} confusion and {6} ownership across members.

Fill {1}:","[""setting"",""set"",""settle"",""sets""]",1,set,Use context to choose the best fit.,mixed,1,0,
8,cloze-test,mcq,"Cloze Passage:
When teams {1} goals early, they {2} momentum. Regular check-ins {3} issues quickly, {4} delays. Clear roles {5} confusion and {6} ownership across members.

Fill {2}:","[""builds"",""building"",""build"",""built""]",2,build,Use context to choose the best fit.,mixed,1,0,
9,cloze-test,mcq,"Cloze Passage:
When teams {1} goals early, they {2} momentum. Regular check-ins {3} issues quickly, {4} delays. Clear roles {5} confusion and {6} ownership across members.

Fill {3}:","[""surfaces"",""surfacing"",""surface"",""surfaced""]",2,surface,Use context to choose the best fit.,mixed,1,0,
10,cloze-test,mcq,"Cloze Passage:
When teams {1} goals early, they {2} momentum. Regular check-ins {3} issues quickly, {4} delays. Clear roles {5} confusion and {6} ownership across members.

Fill {4}:","[""reduced"",""reduce"",""reducing"",""reduces""]",2,reducing,Use context to choose the best fit.,mixed,1,0,
11,cloze-test,mcq,"Cloze Passage:
When teams {1} goals early, they {2} momentum. Regular check-ins {3} issues quickly, {4} delays. Clear roles {5} confusion and {6} ownership across members.

Fill {5}:","[""reduces"",""reduce"",""reducing"",""reduced""]",1,reduce,Use context to choose the best fit.,mixed,1,0,
12,cloze-test,mcq,"Cloze Passage:
When teams {1} goals early, they {2} momentum. Regular check-ins {3} issues quickly, {4} delays. Clear roles {5} confusion and {6} ownership across members.

Fill {6}:","[""increased"",""increase"",""increases"",""increasing""]",1,increase,Use context to choose the best fit.,mixed,1,0,
13,fill-blanks,mcq,He is allergic _____ peanuts.,"[""at"",""for"",""with"",""to""]",3,to,The correct preposition/conjunction is “to”.,mixed,1,0,
14,fill-blanks,mcq,We look forward _____ your reply.,"[""on"",""for"",""to"",""at""]",2,to,The correct preposition/conjunction is “to”.,mixed,1,0,
15,vocabulary,mcq,Choose the synonym of “impartial”.,"[""infrequent"",""peculiar"",""meagre"",""neutral""]",3,neutral,“neutral” means nearly the same as “impartial”.,mixed,1,0,
