id,topic_slug,type,text,options_json,correct_index,answer,explanation,difficulty,marks,negative_marks,tags
1,rc,mcq,"Passage:
A science museum scheduled short 'demo hours' where staff explained one concept with simple props. Visitors stayed longer at these stations and reported better understanding.

Q: What are 'demo hours'?","[""Long lectures"",""Snack breaks"",""Short concept demos"",""Movie shows""]",2,Short concept demos,Answer follows directly from the passage.,mixed,1,0,
2,rc,mcq,"Passage:
A science museum scheduled short 'demo hours' where staff explained one concept with simple props. Visitors stayed longer at these stations and reported better understanding.

Q: Visitor behavior:","[""Left quickly"",""Stayed longer"",""Avoided stations"",""Ignored staff""]",1,Stayed longer,Answer follows directly from the passage.,mixed,1,0,
3,rc,mcq,"Passage:
A science museum scheduled short 'demo hours' where staff explained one concept with simple props. Visitors stayed longer at these stations and reported better understanding.

Q: Effect on understanding:","[""Worse"",""No change"",""Better"",""Unknown""]",2,Better,Answer follows directly from the passage.,mixed,1,0,
4,rc,mcq,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Primary purpose of the measure?","[""Reduce noise"",""Encourage active travel"",""Lower taxes"",""Increase tourism""]",1,Encourage active travel,Answer follows directly from the passage.,mixed,1,0,
5,rc,mcq,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Immediate effect on shops?","[""Lower sales"",""No change"",""Higher footfall"",""Closed early""]",2,Higher footfall,Answer follows directly from the passage.,mixed,1,0,
6,rc,mcq,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Residents mainly noticed:","[""More traffic"",""Clearer air"",""Longer commutes"",""Heavier rainfall""]",1,Clearer air,Answer follows directly from the passage.,mixed,1,0,
7,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {1}:","[""plan"",""plans"",""planned"",""planning""]",1,plans,Use context to choose the best fit.,mixed,1,0,
8,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {2}:","[""arrived"",""arriving"",""arrives"",""arrive""]",2,arrives,Use context to choose the best fit.,mixed,1,0,
9,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {3}:","[""accessing"",""accessed"",""access"",""accessible""]",3,accessible,Use context to choose the best fit.,mixed,1,0,
10,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {4}:","[""containing"",""contain"",""contained"",""contains""]",3,contains,Use context to choose the best fit.,mixed,1,0,
11,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {5}:","[""requiring"",""require"",""required"",""requires""]",1,require,Use context to choose the best fit.,mixed,1,0,
12,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {6}:","[""reviewing"",""reviewed"",""review"",""reviews""]",2,review,Use context to choose the best fit.,mixed,1,0,
13,fill-blanks,mcq,We look forward _____ your reply.,"[""at"",""on"",""for"",""to""]",3,to,The correct preposition/conjunction is “to”.,mixed,1,0,
