id,topic_slug,type,text,options_json,correct_index,answer,explanation,difficulty,marks,negative_marks,tags
1,rc,mcq,"Passage:
An urban farm turned unused rooftops into vegetable patches. Volunteers learned soil care and irrigation, and nearby schools used the site for hands-on lessons about food systems.

Q: What did rooftops become?","[""Solar fields"",""Vegetable patches"",""Playgrounds"",""Parking""]",1,Vegetable patches,Answer follows directly from the passage.,mixed,1,0,
2,rc,mcq,"Passage:
An urban farm turned unused rooftops into vegetable patches. Volunteers learned soil care and irrigation, and nearby schools used the site for hands-on lessons about food systems.

Q: Who learned soil care?","[""Tourists"",""Volunteers"",""Vendors"",""Police""]",1,Volunteers,Answer follows directly from the passage.,mixed,1,0,
3,rc,mcq,"Passage:
An urban farm turned unused rooftops into vegetable patches. Volunteers learned soil care and irrigation, and nearby schools used the site for hands-on lessons about food systems.

Q: Schools used the site for:","[""Sports"",""Food-system lessons"",""Parking"",""Cafeterias""]",1,Food-system lessons,Answer follows directly from the passage.,mixed,1,0,
4,rc,mcq,"Passage:
A coastal town mapped its flood-prone lanes and installed raised walkways for the rainy season. The plan kept markets open and allowed emergency services to navigate safely.

Q: Why raised walkways?","[""Decoration"",""Festival"",""Rainy-season access"",""Tourism""]",2,Rainy-season access,Answer follows directly from the passage.,mixed,1,0,
5,rc,mcq,"Passage:
A coastal town mapped its flood-prone lanes and installed raised walkways for the rainy season. The plan kept markets open and allowed emergency services to navigate safely.

Q: Markets:","[""Closed often"",""Stayed open"",""Moved inland"",""Were demolished""]",1,Stayed open,Answer follows directly from the passage.,mixed,1,0,
6,rc,mcq,"Passage:
A coastal town mapped its flood-prone lanes and installed raised walkways for the rainy season. The plan kept markets open and allowed emergency services to navigate safely.

Q: Emergency services could:","[""Avoid the town"",""Navigate safely"",""Only use boats"",""Do nothing""]",1,Navigate safely,Answer follows directly from the passage.,mixed,1,0,
7,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {1}:","[""plan"",""planned"",""plans"",""planning""]",2,plans,Use context to choose the best fit.,mixed,1,0,
8,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {2}:","[""arrive"",""arriving"",""arrives"",""arrived""]",2,arrives,Use context to choose the best fit.,mixed,1,0,
9,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {3}:","[""accessed"",""accessible"",""accessing"",""access""]",1,accessible,Use context to choose the best fit.,mixed,1,0,
10,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {4}:","[""contained"",""containing"",""contain"",""contains""]",3,contains,Use context to choose the best fit.,mixed,1,0,
11,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {5}:","[""requiring"",""required"",""require"",""requires""]",2,require,Use context to choose the best fit.,mixed,1,0,
12,cloze-test,mcq,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {6}:","[""reviewing"",""reviewed"",""reviews"",""review""]",3,review,Use context to choose the best fit.,mixed,1,0,
13,fill-blanks,mcq,I agree _____ your proposal.,"[""at"",""on"",""to"",""with""]",3,with,The correct preposition/conjunction is “with”.,mixed,1,0,
