id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"Passage:
A small library launched a 'take-a-book, leave-a-book' shelf. Over time, readers curated the shelf with diverse titles, and the habit built a friendly ritual around sharing stories.

Q: The shelf policy was:",mcq,"[""Paid borrowing"",""Members-only"",""Take & leave"",""No returns""]",2,Answer follows directly from the passage.,Reading Comprehension,mixed
2,"Passage:
A small library launched a 'take-a-book, leave-a-book' shelf. Over time, readers curated the shelf with diverse titles, and the habit built a friendly ritual around sharing stories.

Q: Result of the initiative?",mcq,"[""Less diversity"",""Fewer visits"",""Hostile debates"",""Friendly ritual""]",3,Answer follows directly from the passage.,Reading Comprehension,mixed
3,"Passage:
A small library launched a 'take-a-book, leave-a-book' shelf. Over time, readers curated the shelf with diverse titles, and the habit built a friendly ritual around sharing stories.

Q: Who curated the shelf?",mcq,"[""Publishers"",""Librarians only"",""Readers"",""Sponsors""]",2,Answer follows directly from the passage.,Reading Comprehension,mixed
4,"Passage:
A small library launched a 'take-a-book, leave-a-book' shelf. Over time, readers curated the shelf with diverse titles, and the habit built a friendly ritual around sharing stories.

Q: The shelf policy was:",mcq,"[""Paid borrowing"",""Members-only"",""Take & leave"",""No returns""]",2,Answer follows directly from the passage.,Reading Comprehension,mixed
5,"Passage:
A small library launched a 'take-a-book, leave-a-book' shelf. Over time, readers curated the shelf with diverse titles, and the habit built a friendly ritual around sharing stories.

Q: Result of the initiative?",mcq,"[""Less diversity"",""Fewer visits"",""Hostile debates"",""Friendly ritual""]",3,Answer follows directly from the passage.,Reading Comprehension,mixed
6,"Passage:
A small library launched a 'take-a-book, leave-a-book' shelf. Over time, readers curated the shelf with diverse titles, and the habit built a friendly ritual around sharing stories.

Q: Who curated the shelf?",mcq,"[""Publishers"",""Librarians only"",""Readers"",""Sponsors""]",2,Answer follows directly from the passage.,Reading Comprehension,mixed
7,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {1}:",mcq,"[""planned"",""plans"",""planning"",""plan""]",1,Use context to choose the best fit.,Cloze Test,mixed
8,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {2}:",mcq,"[""arrived"",""arrives"",""arriving"",""arrive""]",1,Use context to choose the best fit.,Cloze Test,mixed
9,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {3}:",mcq,"[""accessing"",""access"",""accessed"",""accessible""]",3,Use context to choose the best fit.,Cloze Test,mixed
10,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {4}:",mcq,"[""contains"",""contained"",""containing"",""contain""]",0,Use context to choose the best fit.,Cloze Test,mixed
11,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {5}:",mcq,"[""require"",""requires"",""requiring"",""required""]",0,Use context to choose the best fit.,Cloze Test,mixed
12,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {6}:",mcq,"[""review"",""reviews"",""reviewed"",""reviewing""]",0,Use context to choose the best fit.,Cloze Test,mixed
13,She insisted _____ paying the bill.,mcq,"[""for"",""on"",""to"",""at""]",1,The correct preposition/conjunction is “on”.,Fill in the Blanks,mixed
14,He is known _____ his honesty.,mcq,"[""with"",""for"",""by"",""to""]",1,The correct preposition/conjunction is “for”.,Fill in the Blanks,mixed
15,Choose the synonym of “benevolent”.,mcq,"[""kind"",""sturdy"",""tedious"",""infrequent""]",0,“kind” means nearly the same as “benevolent”.,Vocabulary,mixed
16,Choose the synonym of “abundant”.,mcq,"[""cumbersome"",""elusive"",""plentiful"",""massive""]",2,“plentiful” means nearly the same as “abundant”.,Vocabulary,mixed
17,Choose the synonym of “frugal”.,mcq,"[""thrifty"",""cumbersome"",""swift"",""obsolete""]",0,“thrifty” means nearly the same as “frugal”.,Vocabulary,mixed
18,Choose the synonym of “arduous”.,mcq,"[""trivial"",""ardent"",""sturdy"",""difficult""]",3,“difficult” means nearly the same as “arduous”.,Vocabulary,mixed
19,Choose the synonym of “tranquil”.,mcq,"[""swift"",""sturdy"",""calm"",""tedious""]",2,“calm” means nearly the same as “tranquil”.,Vocabulary,mixed
20,Choose the synonym of “eloquent”.,mcq,"[""sturdy"",""persuasive"",""tedious"",""infrequent""]",1,“persuasive” means nearly the same as “eloquent”.,Vocabulary,mixed
21,Choose the antonym of “eloquent”.,mcq,"[""elusive"",""cumbersome"",""infrequent"",""inarticulate""]",3,“inarticulate” is the opposite of “eloquent”.,Vocabulary,mixed
22,Choose the antonym of “diligent”.,mcq,"[""cumbersome"",""luminous"",""colorful"",""lazy""]",3,“lazy” is the opposite of “diligent”.,Vocabulary,mixed
23,Choose the antonym of “arduous”.,mcq,"[""easy"",""infrequent"",""elusive"",""swift""]",0,“easy” is the opposite of “arduous”.,Vocabulary,mixed
24,Choose the antonym of “frugal”.,mcq,"[""colorful"",""extravagant"",""cumbersome"",""elusive""]",1,“extravagant” is the opposite of “frugal”.,Vocabulary,mixed
25,One-word substitute: A person who talk too much,mcq,"[""Loquacious"",""Impromptu"",""Bibliophile"",""Oligarchy""]",0,Loquacious fits the description.,One-word Substitutes,mixed
26,One-word substitute: A speech delivered without preparation,mcq,"[""Panacea"",""Impromptu"",""Pioneer"",""Hedonist""]",1,Impromptu fits the description.,One-word Substitutes,mixed
27,Meaning of the idiom: “Beat around the bush”,mcq,"[""Make people feel more comfortable"",""Undecided"",""Avoid the main topic"",""Very rarely""]",2,“Beat around the bush” means “Avoid the main topic”.,Idioms & Phrases,mixed
28,Meaning of the idiom: “On the fence”,mcq,"[""Very expensive"",""Go to sleep"",""Very rarely"",""Undecided""]",3,“On the fence” means “Undecided”.,Idioms & Phrases,mixed
29,We _____ dinner when he arrived.,mcq,"[""have had"",""are having"",""had"",""were having""]",3,Correct tense is “were having”.,Grammar,mixed
30,I _____ my work by 6 PM yesterday.,mcq,"[""finish"",""finishes"",""finished"",""finishing""]",2,Correct tense is “finished”.,Grammar,mixed
31,I _____ my work by 6 PM yesterday.,mcq,"[""finishing"",""finished"",""finish"",""finishes""]",1,Correct tense is “finished”.,Grammar,mixed
32,She _____ to the market every Sunday.,mcq,"[""going"",""goes"",""gone"",""go""]",1,Correct tense is “goes”.,Grammar,mixed
33,She _____ to the market every Sunday.,mcq,"[""gone"",""going"",""goes"",""go""]",2,Correct tense is “goes”.,Grammar,mixed
34,I _____ my work by 6 PM yesterday.,mcq,"[""finished"",""finishes"",""finish"",""finishing""]",0,Correct tense is “finished”.,Grammar,mixed
35,He _____ the project next week.,mcq,"[""starts"",""is starting"",""will start"",""has started""]",2,Correct tense is “will start”.,Grammar,mixed
36,Choose the grammatically correct sentence:,mcq,"[""She do not like tea."",""She does not like tea."",""she does not like tea."",""She  do not like tea.""]",1,Correct form: “She does not like tea.”.,Sentence Correction,mixed
37,Choose the grammatically correct sentence:,mcq,"[""the scenery here is beautiful."",""The  sceneries here are beautiful."",""The sceneries here are beautiful."",""The scenery here is beautiful.""]",3,Correct form: “The scenery here is beautiful.”.,Sentence Correction,mixed
38,Choose the grammatically correct sentence:,mcq,"[""The  sceneries here are beautiful."",""The sceneries here are beautiful."",""the scenery here is beautiful."",""The scenery here is beautiful.""]",3,Correct form: “The scenery here is beautiful.”.,Sentence Correction,mixed
39,Choose the grammatically correct sentence:,mcq,"[""Each  of the boys have a pen."",""Each of the boys have a pen."",""each of the boys has a pen."",""Each of the boys has a pen.""]",3,Correct form: “Each of the boys has a pen.”.,Sentence Correction,mixed
40,Choose the grammatically correct sentence:,mcq,"[""He is living here since 2010."",""He has been living here since 2010."",""he has been living here since 2010."",""He  is living here since 2010.""]",1,Correct form: “He has been living here since 2010.”.,Sentence Correction,mixed
41,Choose the grammatically correct sentence:,mcq,"[""Each of the boys has a pen."",""Each  of the boys have a pen."",""each of the boys has a pen."",""Each of the boys have a pen.""]",0,Correct form: “Each of the boys has a pen.”.,Sentence Correction,mixed
42,Choose the grammatically correct sentence:,mcq,"[""He  is senior than me."",""he is senior to me."",""He is senior to me."",""He is senior than me.""]",2,Correct form: “He is senior to me.”.,Sentence Correction,mixed
43,"Arrange the parts to form a coherent paragraph:
B. Stalls offered regional snacks and handicrafts.
A. The festival drew visitors from many cities.
D. The park was decorated with lights and banners.
C. Local musicians performed throughout the day.",mcq,"[""ACBD"",""BACD"",""ABCD"",""CABD""]",2,Logical flow: A (overview) → B (stalls) → C (music) → D (decor).,Para Jumbles,mixed
44,"Arrange the parts to form a coherent paragraph:
C. Local musicians performed throughout the day.
B. Stalls offered regional snacks and handicrafts.
A. The festival drew visitors from many cities.
D. The park was decorated with lights and banners.",mcq,"[""BACD"",""ABCD"",""CABD"",""ACBD""]",1,Logical flow: A (overview) → B (stalls) → C (music) → D (decor).,Para Jumbles,mixed
45,"All poets are dreamers. Some dreamers are teachers.
Which conclusion follows?",mcq,"[""Some poets may be teachers."",""All dreamers are poets."",""No teacher is a poet."",""Some teachers are not dreamers.""]",0,Basic syllogism/logic.,Verbal Reasoning,mixed
46,"All poets are dreamers. Some dreamers are teachers.
Which conclusion follows?",mcq,"[""Some poets may be teachers."",""All dreamers are poets."",""No teacher is a poet."",""Some teachers are not dreamers.""]",0,Basic syllogism/logic.,Verbal Reasoning,mixed
47,She insisted _____ paying the bill.,mcq,"[""at"",""for"",""to"",""on""]",3,The correct preposition/conjunction is “on”.,Fill in the Blanks,mixed
48,She insisted _____ paying the bill.,mcq,"[""to"",""at"",""on"",""for""]",2,The correct preposition/conjunction is “on”.,Fill in the Blanks,mixed
49,She insisted _____ paying the bill.,mcq,"[""at"",""for"",""to"",""on""]",3,The correct preposition/conjunction is “on”.,Fill in the Blanks,mixed
50,"This problem is tough, _____ we can solve it together.",mcq,"[""but"",""so"",""and"",""or""]",0,The correct preposition/conjunction is “but”.,Fill in the Blanks,mixed
