id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Primary purpose of the measure?",mcq,"[""Reduce noise"",""Encourage active travel"",""Lower taxes"",""Increase tourism""]",1,Answer follows directly from the passage.,Reading Comprehension,mixed
2,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Immediate effect on shops?",mcq,"[""Lower sales"",""No change"",""Higher footfall"",""Closed early""]",2,Answer follows directly from the passage.,Reading Comprehension,mixed
3,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Residents mainly noticed:",mcq,"[""More traffic"",""Clearer air"",""Longer commutes"",""Heavier rainfall""]",1,Answer follows directly from the passage.,Reading Comprehension,mixed
4,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Primary purpose of the measure?",mcq,"[""Reduce noise"",""Encourage active travel"",""Lower taxes"",""Increase tourism""]",1,Answer follows directly from the passage.,Reading Comprehension,mixed
5,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Immediate effect on shops?",mcq,"[""Lower sales"",""No change"",""Higher footfall"",""Closed early""]",2,Answer follows directly from the passage.,Reading Comprehension,mixed
6,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Residents mainly noticed:",mcq,"[""More traffic"",""Clearer air"",""Longer commutes"",""Heavier rainfall""]",1,Answer follows directly from the passage.,Reading Comprehension,mixed
7,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {1}:",mcq,"[""planning"",""planned"",""plan"",""plans""]",3,Use context to choose the best fit.,Cloze Test,mixed
8,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {2}:",mcq,"[""arrives"",""arrived"",""arriving"",""arrive""]",0,Use context to choose the best fit.,Cloze Test,mixed
9,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {3}:",mcq,"[""access"",""accessed"",""accessing"",""accessible""]",3,Use context to choose the best fit.,Cloze Test,mixed
10,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {4}:",mcq,"[""contain"",""contains"",""contained"",""containing""]",1,Use context to choose the best fit.,Cloze Test,mixed
11,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {5}:",mcq,"[""requires"",""required"",""require"",""requiring""]",2,Use context to choose the best fit.,Cloze Test,mixed
12,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {6}:",mcq,"[""reviewing"",""review"",""reviewed"",""reviews""]",1,Use context to choose the best fit.,Cloze Test,mixed
13,"This problem is tough, _____ we can solve it together.",mcq,"[""or"",""but"",""so"",""and""]",1,The correct preposition/conjunction is “but”.,Fill in the Blanks,mixed
14,"This problem is tough, _____ we can solve it together.",mcq,"[""but"",""and"",""so"",""or""]",0,The correct preposition/conjunction is “but”.,Fill in the Blanks,mixed
15,Choose the synonym of “diligent”.,mcq,"[""coarse"",""docile"",""hardworking"",""swift""]",2,“hardworking” means nearly the same as “diligent”.,Vocabulary,mixed
16,Choose the synonym of “impartial”.,mcq,"[""cumbersome"",""tedious"",""neutral"",""docile""]",2,“neutral” means nearly the same as “impartial”.,Vocabulary,mixed
17,Choose the synonym of “eloquent”.,mcq,"[""persuasive"",""cumbersome"",""sturdy"",""succinct""]",0,“persuasive” means nearly the same as “eloquent”.,Vocabulary,mixed
18,Choose the synonym of “prudent”.,mcq,"[""luminous"",""careful"",""meagre"",""cumbersome""]",1,“careful” means nearly the same as “prudent”.,Vocabulary,mixed
19,Choose the synonym of “tranquil”.,mcq,"[""trivial"",""cumbersome"",""calm"",""coarse""]",2,“calm” means nearly the same as “tranquil”.,Vocabulary,mixed
20,Choose the synonym of “concise”.,mcq,"[""luminous"",""brief"",""boisterous"",""brisk""]",1,“brief” means nearly the same as “concise”.,Vocabulary,mixed
21,Choose the antonym of “concise”.,mcq,"[""colorful"",""verbose"",""boisterous"",""infrequent""]",1,“verbose” is the opposite of “concise”.,Vocabulary,mixed
22,Choose the antonym of “impartial”.,mcq,"[""obsolete"",""massive"",""docile"",""biased""]",3,“biased” is the opposite of “impartial”.,Vocabulary,mixed
23,Choose the antonym of “abundant”.,mcq,"[""elusive"",""cumbersome"",""scarce"",""tedious""]",2,“scarce” is the opposite of “abundant”.,Vocabulary,mixed
24,Choose the antonym of “impartial”.,mcq,"[""coarse"",""peculiar"",""elusive"",""biased""]",3,“biased” is the opposite of “impartial”.,Vocabulary,mixed
25,One-word substitute: A person who loves books,mcq,"[""Bibliophile"",""Panacea"",""Oligarchy"",""Impromptu""]",0,Bibliophile fits the description.,One-word Substitutes,mixed
26,One-word substitute: A person who loves books,mcq,"[""Oligarchy"",""Hedonist"",""Bibliophile"",""Panacea""]",2,Bibliophile fits the description.,One-word Substitutes,mixed
27,Meaning of the idiom: “On the fence”,mcq,"[""Make people feel more comfortable"",""In brief"",""Undecided"",""Very rarely""]",2,“On the fence” means “Undecided”.,Idioms & Phrases,mixed
28,Meaning of the idiom: “Break the ice”,mcq,"[""Undecided"",""Go to sleep"",""Make people feel more comfortable"",""Reveal a secret""]",2,“Break the ice” means “Make people feel more comfortable”.,Idioms & Phrases,mixed
29,She _____ to the market every Sunday.,mcq,"[""gone"",""going"",""go"",""goes""]",3,Correct tense is “goes”.,Grammar,mixed
30,We _____ dinner when he arrived.,mcq,"[""had"",""have had"",""were having"",""are having""]",2,Correct tense is “were having”.,Grammar,mixed
31,She _____ to the market every Sunday.,mcq,"[""going"",""goes"",""go"",""gone""]",1,Correct tense is “goes”.,Grammar,mixed
32,We _____ dinner when he arrived.,mcq,"[""were having"",""have had"",""had"",""are having""]",0,Correct tense is “were having”.,Grammar,mixed
33,We _____ dinner when he arrived.,mcq,"[""had"",""are having"",""were having"",""have had""]",2,Correct tense is “were having”.,Grammar,mixed
34,He _____ the project next week.,mcq,"[""will start"",""is starting"",""starts"",""has started""]",0,Correct tense is “will start”.,Grammar,mixed
35,She _____ to the market every Sunday.,mcq,"[""goes"",""go"",""going"",""gone""]",0,Correct tense is “goes”.,Grammar,mixed
36,Choose the grammatically correct sentence:,mcq,"[""He is senior than me."",""he is senior to me."",""He  is senior than me."",""He is senior to me.""]",3,Correct form: “He is senior to me.”.,Sentence Correction,mixed
37,Choose the grammatically correct sentence:,mcq,"[""each of the boys has a pen."",""Each of the boys have a pen."",""Each  of the boys have a pen."",""Each of the boys has a pen.""]",3,Correct form: “Each of the boys has a pen.”.,Sentence Correction,mixed
