id,text,type,options_json,correct_index,explanation,topic,difficulty
1,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Primary purpose of the measure?",mcq,"[""Reduce noise"",""Encourage active travel"",""Lower taxes"",""Increase tourism""]",1,Answer follows directly from the passage.,Reading Comprehension,mixed
2,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Immediate effect on shops?",mcq,"[""Lower sales"",""No change"",""Higher footfall"",""Closed early""]",2,Answer follows directly from the passage.,Reading Comprehension,mixed
3,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Residents mainly noticed:",mcq,"[""More traffic"",""Clearer air"",""Longer commutes"",""Heavier rainfall""]",1,Answer follows directly from the passage.,Reading Comprehension,mixed
4,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Primary purpose of the measure?",mcq,"[""Reduce noise"",""Encourage active travel"",""Lower taxes"",""Increase tourism""]",1,Answer follows directly from the passage.,Reading Comprehension,mixed
5,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Immediate effect on shops?",mcq,"[""Lower sales"",""No change"",""Higher footfall"",""Closed early""]",2,Answer follows directly from the passage.,Reading Comprehension,mixed
6,"Passage:
The city introduced a weekly car-free hour on major roads to encourage walking and cycling. Local shops reported higher footfall, while residents noted clearer air and a calmer soundscape.

Q: Residents mainly noticed:",mcq,"[""More traffic"",""Clearer air"",""Longer commutes"",""Heavier rainfall""]",1,Answer follows directly from the passage.,Reading Comprehension,mixed
7,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {1}:",mcq,"[""planned"",""planning"",""plans"",""plan""]",2,Use context to choose the best fit.,Cloze Test,mixed
8,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {2}:",mcq,"[""arriving"",""arrive"",""arrived"",""arrives""]",3,Use context to choose the best fit.,Cloze Test,mixed
9,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {3}:",mcq,"[""accessing"",""accessed"",""access"",""accessible""]",3,Use context to choose the best fit.,Cloze Test,mixed
10,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {4}:",mcq,"[""contains"",""containing"",""contain"",""contained""]",0,Use context to choose the best fit.,Cloze Test,mixed
11,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {5}:",mcq,"[""requires"",""required"",""require"",""requiring""]",2,Use context to choose the best fit.,Cloze Test,mixed
12,"Cloze Passage:
The committee {1} to publish its findings after all data {2}. While the summary is {3}, the full report {4} technical details that {5} careful reading and {6}.

Fill {6}:",mcq,"[""reviewing"",""reviews"",""review"",""reviewed""]",2,Use context to choose the best fit.,Cloze Test,mixed
13,The train arrives _____ 7 a.m.,mcq,"[""by"",""on"",""at"",""in""]",2,The correct preposition/conjunction is “at”.,Fill in the Blanks,mixed
14,The train arrives _____ 7 a.m.,mcq,"[""by"",""at"",""in"",""on""]",1,The correct preposition/conjunction is “at”.,Fill in the Blanks,mixed
15,Choose the synonym of “benevolent”.,mcq,"[""swift"",""succinct"",""elusive"",""kind""]",3,“kind” means nearly the same as “benevolent”.,Vocabulary,mixed
16,Choose the synonym of “prudent”.,mcq,"[""careful"",""infrequent"",""coarse"",""docile""]",0,“careful” means nearly the same as “prudent”.,Vocabulary,mixed
17,Choose the synonym of “impartial”.,mcq,"[""ardent"",""boisterous"",""swift"",""neutral""]",3,“neutral” means nearly the same as “impartial”.,Vocabulary,mixed
18,Choose the synonym of “vivid”.,mcq,"[""coarse"",""elusive"",""obsolete"",""clear""]",3,“clear” means nearly the same as “vivid”.,Vocabulary,mixed
19,Choose the synonym of “arduous”.,mcq,"[""luminous"",""difficult"",""tedious"",""colorful""]",1,“difficult” means nearly the same as “arduous”.,Vocabulary,mixed
20,Choose the synonym of “diligent”.,mcq,"[""boisterous"",""cumbersome"",""succinct"",""hardworking""]",3,“hardworking” means nearly the same as “diligent”.,Vocabulary,mixed
21,Choose the antonym of “frugal”.,mcq,"[""luminous"",""peculiar"",""extravagant"",""succinct""]",2,“extravagant” is the opposite of “frugal”.,Vocabulary,mixed
22,Choose the antonym of “diligent”.,mcq,"[""sturdy"",""massive"",""lazy"",""tedious""]",2,“lazy” is the opposite of “diligent”.,Vocabulary,mixed
23,Choose the antonym of “abundant”.,mcq,"[""trivial"",""brisk"",""scarce"",""obsolete""]",2,“scarce” is the opposite of “abundant”.,Vocabulary,mixed
24,Choose the antonym of “benevolent”.,mcq,"[""tedious"",""coarse"",""malicious"",""succinct""]",2,“malicious” is the opposite of “benevolent”.,Vocabulary,mixed
25,One-word substitute: A handwriting expert,mcq,"[""Oligarchy"",""Pioneer"",""Loquacious"",""Graphologist""]",3,Graphologist fits the description.,One-word Substitutes,mixed
26,One-word substitute: A government by a few,mcq,"[""Oligarchy"",""Bibliophile"",""Hedonist"",""Impromptu""]",0,Oligarchy fits the description.,One-word Substitutes,mixed
27,Meaning of the idiom: “Once in a blue moon”,mcq,"[""Make people feel more comfortable"",""In brief"",""Very rarely"",""Go to sleep""]",2,“Once in a blue moon” means “Very rarely”.,Idioms & Phrases,mixed
28,Meaning of the idiom: “Costs an arm and a leg”,mcq,"[""Very rarely"",""Undecided"",""Very expensive"",""Go to sleep""]",2,“Costs an arm and a leg” means “Very expensive”.,Idioms & Phrases,mixed
29,We _____ dinner when he arrived.,mcq,"[""were having"",""had"",""have had"",""are having""]",0,Correct tense is “were having”.,Grammar,mixed
30,She _____ to the market every Sunday.,mcq,"[""gone"",""going"",""go"",""goes""]",3,Correct tense is “goes”.,Grammar,mixed
31,We _____ dinner when he arrived.,mcq,"[""had"",""have had"",""were having"",""are having""]",2,Correct tense is “were having”.,Grammar,mixed
32,We _____ dinner when he arrived.,mcq,"[""had"",""have had"",""were having"",""are having""]",2,Correct tense is “were having”.,Grammar,mixed
33,We _____ dinner when he arrived.,mcq,"[""are having"",""were having"",""have had"",""had""]",1,Correct tense is “were having”.,Grammar,mixed
34,I _____ my work by 6 PM yesterday.,mcq,"[""finish"",""finishing"",""finished"",""finishes""]",2,Correct tense is “finished”.,Grammar,mixed
35,They _____ cricket when it started to rain.,mcq,"[""are playing"",""were playing"",""have played"",""played""]",1,Correct tense is “were playing”.,Grammar,mixed
36,Choose the grammatically correct sentence:,mcq,"[""Neither  of the two are correct."",""Neither of the two is correct."",""neither of the two is correct."",""Neither of the two are correct.""]",1,Correct form: “Neither of the two is correct.”.,Sentence Correction,mixed
37,Choose the grammatically correct sentence:,mcq,"[""Neither of the two are correct."",""neither of the two is correct."",""Neither of the two is correct."",""Neither  of the two are correct.""]",2,Correct form: “Neither of the two is correct.”.,Sentence Correction,mixed
